participantId,Age_enc,Sex_enc,work_in_finance_enc,invest_own_score,first_invest_time_enc,trade_freq_12m_enc,news_follow_freq_enc,risk_pref_score,time_preference_switch,fin_lit_score,fin_lit_selfassess_1_enc,fin_overconfidence_1_enc,portfolio_confidence_1_enc,trust_ai_score,market_outlook_2wk_enc,market_volatility_2w_enc
1055,38,1,0,0.625,4,2.0,2,0.2083333333333333,8,0.4285714285714285,70.0,4.0,5.0,3.75,2,5.0
1181,63,0,0,0.1666666666666666,4,,0,0.0,3,0.4285714285714285,10.0,1.0,1.0,4.75,6,3.0
2084,28,1,1,0.375,3,2.0,2,0.4166666666666666,1,0.7142857142857143,10.0,2.0,2.0,5.25,3,1.0
2230,67,0,0,0.5,5,1.0,1,0.2916666666666666,1,0.5714285714285714,50.0,3.0,4.0,1.75,4,4.0
2038,37,0,0,0.0,2,,2,0.2916666666666666,1,0.1428571428571428,40.0,4.0,3.0,4.0,3,3.0
1249,39,0,1,0.25,4,2.0,2,0.5833333333333333,1,0.7142857142857143,60.0,4.0,5.0,5.0,3,5.0
1790,48,0,0,0.5,5,,2,0.8333333333333333,1,0.5714285714285714,70.0,4.0,3.0,4.0,5,4.0
2268,71,1,0,0.375,5,3.0,2,0.5,1,1.0,80.0,5.0,5.0,2.75,5,3.0
1736,28,1,0,0.25,4,1.0,2,0.2083333333333333,1,1.0,80.0,4.0,5.0,4.5,5,4.0
604,31,1,0,0.25,2,3.0,3,0.5416666666666666,1,1.0,100.0,3.0,3.0,2.0,6,4.0
567,42,1,0,0.125,5,,3,0.1666666666666666,1,1.0,80.0,5.0,5.0,1.0,4,4.0
2191,72,0,0,0.375,5,,1,0.25,8,0.4285714285714285,40.0,3.0,3.0,3.5,3,3.0
2280,40,0,0,0.0,4,1.0,0,0.0833333333333333,9,0.8571428571428571,20.0,1.0,3.0,3.0,5,4.0
1126,27,0,0,0.125,3,1.0,1,0.3333333333333333,1,0.0,0.0,1.0,1.0,2.25,3,4.0
783,67,1,0,0.25,5,3.0,3,0.6666666666666666,1,1.0,100.0,6.0,5.0,5.75,2,6.0
910,26,1,0,0.625,5,3.0,3,0.9166666666666669,2,0.8571428571428571,100.0,6.0,5.0,2.75,3,5.0
1489,32,0,0,0.5,3,1.0,3,0.5416666666666667,8,1.0,90.0,6.0,6.0,5.0,6,4.0
565,28,0,0,0.5,4,3.0,3,0.5833333333333333,5,1.0,80.0,4.0,5.0,4.5,5,5.0
1435,41,1,0,0.125,5,,1,0.375,1,0.7142857142857143,50.0,2.0,4.0,4.0,1,6.0
1912,26,1,0,0.375,1,,1,0.375,1,0.7142857142857143,70.0,4.0,4.0,4.5,4,4.0
1754,38,0,0,0.375,3,3.0,2,0.7916666666666667,1,0.8571428571428571,80.0,6.0,6.0,4.75,3,5.0
610,39,1,0,0.5,5,1.0,2,0.4583333333333333,1,1.0,80.0,4.0,3.0,4.25,5,4.0
2070,34,1,0,0.375,5,3.0,3,0.8333333333333333,1,1.0,90.0,6.0,4.0,3.75,7,6.0
2368,30,0,0,0.25,2,,0,0.2916666666666666,1,0.8571428571428571,60.0,1.0,1.0,5.0,4,3.0
235,25,1,0,0.25,2,2.0,2,0.4166666666666666,8,1.0,70.0,5.0,5.0,3.75,5,3.0
1367,39,1,0,0.25,4,3.0,2,0.9166666666666669,1,0.5714285714285714,30.0,5.0,5.0,3.5,5,6.0
2354,58,0,0,0.6,5,3.0,2,0.2083333333333333,1,1.0,80.0,4.0,6.0,4.25,5,7.0
571,41,0,0,0.25,3,3.0,3,0.5,7,0.4285714285714285,40.0,4.0,4.0,4.0,5,5.0
851,20,0,1,0.5714285714285714,2,1.0,2,0.7083333333333333,2,0.7142857142857143,40.0,6.0,5.0,4.0,2,5.0
1046,49,1,0,0.0,1,,0,0.375,4,0.5714285714285714,60.0,1.0,1.0,5.0,2,6.0
808,43,1,0,0.5,4,2.0,2,0.5,1,1.0,80.0,4.0,4.0,1.0,3,7.0
1448,36,1,0,0.25,4,2.0,3,0.625,5,0.8571428571428571,90.0,5.0,5.0,6.0,2,5.0
304,32,0,0,0.0,4,,1,0.0,1,0.8571428571428571,90.0,4.0,2.0,3.75,5,3.0
2373,61,1,0,0.125,5,2.0,2,0.5,9,0.8571428571428571,90.0,2.0,2.0,5.0,5,4.0
446,25,1,0,0.625,3,2.0,2,0.75,3,1.0,100.0,5.0,6.0,2.5,7,7.0
992,41,0,0,0.25,4,2.0,2,0.6666666666666667,4,0.7142857142857143,100.0,5.0,6.0,2.25,3,6.0
486,26,1,0,0.25,3,,3,0.7083333333333333,1,0.8571428571428571,60.0,4.0,5.0,3.0,5,5.0
276,28,1,0,0.25,2,3.0,2,0.4166666666666666,5,0.8571428571428571,80.0,3.0,3.0,2.5,5,3.0
1705,31,0,0,0.25,4,,2,0.2083333333333333,5,0.8571428571428571,60.0,4.0,3.0,4.25,3,4.0
681,27,1,0,0.375,4,3.0,3,0.8333333333333333,1,0.8571428571428571,80.0,5.0,4.0,2.25,5,4.0
1832,38,0,1,0.375,4,1.0,3,0.2916666666666666,1,0.7142857142857143,60.0,2.0,4.0,4.0,5,5.0
478,59,1,0,0.5,5,3.0,3,0.125,1,1.0,100.0,7.0,7.0,3.0,5,4.0
756,44,0,0,0.0,1,,1,0.3333333333333333,1,0.5714285714285714,40.0,2.0,1.0,2.75,4,4.0
255,37,0,0,0.125,4,,1,0.4166666666666666,1,0.7142857142857143,50.0,3.0,2.0,3.5,3,4.0
400,43,0,0,0.2857142857142857,3,,1,0.25,5,0.7142857142857143,40.0,2.0,3.0,3.75,5,4.0
28,34,1,1,0.375,4,3.0,3,0.6666666666666667,1,1.0,100.0,7.0,7.0,3.0,5,2.0
1188,42,1,0,0.5,4,2.0,2,0.2083333333333333,1,0.7142857142857143,60.0,4.0,5.0,3.0,4,2.0
2315,30,0,0,0.625,5,1.0,2,0.3333333333333333,4,0.8571428571428571,70.0,4.0,4.0,3.0,4,4.0
1437,30,1,0,0.8333333333333334,3,3.0,1,0.2916666666666666,1,0.5714285714285714,90.0,6.0,6.0,4.5,5,5.0
492,38,0,0,0.25,4,,2,0.2916666666666666,1,0.7142857142857143,60.0,2.0,2.0,2.25,4,4.0
2391,21,0,0,0.125,3,,1,0.3333333333333333,1,0.5714285714285714,40.0,3.0,3.0,2.0,6,5.0
1574,25,1,0,0.125,3,1.0,2,0.2916666666666666,1,0.8571428571428571,80.0,5.0,5.0,3.5,5,4.0
511,36,1,0,0.25,2,2.0,3,0.7083333333333333,1,0.8571428571428571,60.0,5.0,5.0,4.5,5,3.0
362,28,1,1,0.125,1,3.0,1,0.4583333333333333,5,0.7142857142857143,80.0,3.0,3.0,2.75,3,4.0
118,42,1,0,0.0,1,,1,0.5416666666666667,4,0.8571428571428571,40.0,2.0,1.0,5.25,1,5.0
1129,48,1,0,0.5,5,1.0,2,0.8333333333333333,1,0.8571428571428571,50.0,4.0,5.0,3.25,2,7.0
2018,29,0,1,0.0,2,1.0,1,0.125,7,0.7142857142857143,80.0,6.0,3.0,2.0,5,4.0
409,37,1,0,0.25,3,,2,0.4166666666666666,5,0.8571428571428571,80.0,4.0,2.0,3.75,3,4.0
1206,30,0,1,0.5,3,2.0,2,0.7083333333333333,3,0.7142857142857143,80.0,6.0,5.0,4.5,6,6.0
181,45,0,0,0.375,4,2.0,2,0.6666666666666666,1,0.8571428571428571,80.0,5.0,4.0,4.75,5,5.0
512,30,1,0,0.5,5,2.0,2,0.5833333333333333,5,0.8571428571428571,70.0,5.0,4.0,3.5,5,5.0
2055,60,0,0,0.7142857142857143,5,3.0,3,0.125,3,1.0,90.0,4.0,4.0,2.25,6,4.0
1069,37,1,1,0.375,2,2.0,3,0.6666666666666666,7,0.7142857142857143,80.0,5.0,6.0,4.75,5,2.0
1193,31,0,1,0.625,3,2.0,2,0.5416666666666667,5,1.0,90.0,6.0,5.0,5.5,6,6.0
2156,19,1,1,0.375,3,1.0,2,0.1666666666666666,1,0.5714285714285714,90.0,6.0,5.0,3.25,5,6.0
2299,27,1,0,0.25,4,1.0,2,0.3333333333333333,4,0.8571428571428571,80.0,3.0,2.0,3.0,3,7.0
1041,21,1,0,0.125,3,,2,0.4583333333333333,1,0.4285714285714285,20.0,5.0,3.0,3.75,2,5.0
1847,26,0,0,0.375,5,1.0,3,0.2083333333333333,1,1.0,70.0,3.0,2.0,2.0,3,6.0
1950,34,1,1,0.5,2,,2,0.6666666666666667,5,0.7142857142857143,20.0,4.0,1.0,2.5,3,5.0
1169,41,1,1,0.375,5,2.0,2,0.125,1,0.7142857142857143,50.0,4.0,4.0,3.75,7,5.0
2319,42,1,0,0.75,5,1.0,2,0.0833333333333333,2,0.8571428571428571,70.0,5.0,5.0,5.25,3,5.0
1022,43,1,0,0.375,5,2.0,2,0.2083333333333333,1,0.7142857142857143,60.0,5.0,3.0,1.25,2,6.0
1681,33,1,0,0.375,3,3.0,3,0.8333333333333333,5,0.8571428571428571,30.0,4.0,3.0,4.25,6,4.0
1499,46,1,0,0.375,4,1.0,2,0.2083333333333333,2,0.7142857142857143,80.0,4.0,5.0,4.5,2,5.0
1247,38,1,0,0.25,4,3.0,3,0.2916666666666666,2,0.7142857142857143,70.0,5.0,5.0,3.5,3,3.0
257,37,1,0,0.25,2,,1,0.2083333333333333,1,0.8571428571428571,90.0,3.0,3.0,3.25,3,5.0
370,37,1,1,0.375,2,1.0,2,0.0833333333333333,4,0.7142857142857143,60.0,4.0,4.0,3.25,4,4.0
1490,40,1,1,0.125,5,2.0,3,0.25,1,0.7142857142857143,100.0,5.0,6.0,5.5,3,4.0
143,30,1,0,0.5,5,3.0,3,0.3333333333333333,1,0.8571428571428571,80.0,7.0,7.0,4.5,5,5.0
1189,63,0,0,0.5,4,2.0,1,0.2083333333333333,1,0.7142857142857143,50.0,1.0,1.0,2.5,3,6.0
1646,46,0,1,0.5,5,3.0,3,0.3333333333333333,1,0.7142857142857143,70.0,6.0,6.0,3.75,5,7.0
496,29,1,0,0.25,4,,2,0.3333333333333333,1,1.0,30.0,4.0,5.0,1.25,3,6.0
1562,53,0,0,0.125,5,,2,0.4166666666666666,1,0.7142857142857143,90.0,3.0,4.0,2.5,5,4.0
51,25,0,0,0.625,4,3.0,3,0.7083333333333333,1,1.0,100.0,5.0,6.0,2.75,4,5.0
77,40,0,0,0.25,4,,1,0.4583333333333333,1,0.7142857142857143,90.0,1.0,1.0,2.5,5,3.0
149,53,0,0,0.5,2,3.0,3,0.8333333333333333,8,0.7142857142857143,30.0,4.0,2.0,4.0,7,5.0
194,48,0,0,0.25,5,,2,0.6666666666666666,1,0.7142857142857143,60.0,3.0,4.0,2.75,3,5.0
1197,32,0,0,0.125,4,1.0,1,0.0,1,0.8571428571428571,90.0,1.0,2.0,1.75,4,4.0
427,34,1,0,0.25,5,3.0,2,0.7916666666666667,5,0.7142857142857143,30.0,4.0,5.0,4.25,6,4.0
875,39,1,0,0.875,4,3.0,3,0.6666666666666667,1,1.0,80.0,5.0,6.0,5.0,6,5.0
1496,29,0,0,0.0,2,1.0,0,0.3333333333333333,9,0.5714285714285714,50.0,3.0,1.0,1.75,2,4.0
960,30,0,0,0.5,5,,1,0.5833333333333333,1,0.8571428571428571,90.0,6.0,6.0,2.5,3,6.0
470,72,1,0,0.375,5,,3,0.1666666666666666,1,0.8571428571428571,80.0,4.0,5.0,5.5,5,5.0
333,48,1,1,0.25,2,2.0,2,0.3333333333333333,9,0.5714285714285714,50.0,5.0,5.0,5.0,6,5.0
2306,32,0,0,0.25,2,,1,0.25,1,1.0,80.0,5.0,3.0,4.0,3,7.0
146,18,1,0,0.0,1,,1,0.0833333333333333,1,0.5714285714285714,90.0,2.0,1.0,2.0,5,6.0
1162,34,1,0,0.375,2,3.0,3,0.125,1,0.8571428571428571,80.0,4.0,5.0,4.5,6,5.0
1331,21,1,0,0.5,2,3.0,3,0.5,1,1.0,90.0,6.0,5.0,3.25,3,6.0
211,35,1,0,0.75,4,3.0,3,0.4166666666666666,5,0.8571428571428571,60.0,5.0,6.0,4.75,5,4.0
601,50,0,0,0.0,3,,1,0.25,1,0.7142857142857143,40.0,1.0,1.0,3.75,4,5.0
2199,29,1,0,0.25,5,,3,0.25,5,1.0,70.0,5.0,5.0,2.75,5,5.0
1725,49,1,0,0.5,5,3.0,3,0.125,1,0.7142857142857143,90.0,5.0,6.0,5.25,5,5.0
676,47,0,1,0.375,3,3.0,3,0.3333333333333333,1,1.0,80.0,5.0,5.0,4.0,4,5.0
859,43,0,0,0.25,3,,1,0.0833333333333333,1,0.5714285714285714,50.0,4.0,4.0,3.0,2,6.0
632,20,1,0,0.125,1,1.0,2,0.375,1,0.8571428571428571,90.0,4.0,5.0,2.25,5,6.0
56,43,0,0,0.5714285714285714,5,2.0,2,0.4583333333333333,2,0.4285714285714285,30.0,2.0,3.0,3.5,6,6.0
977,35,1,0,0.375,3,2.0,2,0.5833333333333334,1,0.8571428571428571,80.0,5.0,5.0,2.5,3,5.0
2321,51,0,0,0.375,3,1.0,3,0.3333333333333333,1,1.0,100.0,6.0,6.0,4.0,5,4.0
1982,26,0,0,0.25,2,1.0,2,0.5833333333333334,1,1.0,90.0,4.0,4.0,2.5,4,4.0
1515,32,1,1,0.625,2,1.0,3,0.625,7,0.8571428571428571,80.0,6.0,6.0,4.25,5,4.0
1163,28,1,0,0.125,3,,2,0.5833333333333334,1,0.8571428571428571,70.0,5.0,3.0,3.5,3,4.0
2181,29,1,0,0.5,5,3.0,3,0.3333333333333333,1,0.8571428571428571,90.0,6.0,5.0,3.0,7,3.0
2238,37,1,1,0.375,5,2.0,3,0.9166666666666669,4,0.4285714285714285,50.0,4.0,5.0,3.75,5,5.0
503,27,0,0,0.125,2,,1,0.4166666666666666,5,0.8571428571428571,30.0,1.0,1.0,2.75,5,4.0
2184,29,0,0,0.375,4,2.0,3,0.9166666666666669,1,0.8571428571428571,90.0,5.0,6.0,1.0,6,4.0
952,34,1,1,0.375,5,2.0,2,0.4166666666666666,1,1.0,100.0,7.0,3.0,2.25,5,6.0
1501,33,1,0,0.625,2,1.0,2,0.1666666666666666,1,1.0,90.0,5.0,6.0,5.5,6,6.0
1114,23,1,0,0.125,3,1.0,2,0.5833333333333333,1,0.8571428571428571,70.0,5.0,5.0,3.25,5,4.0
428,25,1,0,0.5714285714285714,4,3.0,1,0.9166666666666669,1,0.8571428571428571,90.0,5.0,6.0,3.25,5,5.0
2398,50,0,0,0.25,5,3.0,3,0.8333333333333333,1,0.5714285714285714,40.0,3.0,4.0,5.25,5,5.0
540,41,1,1,0.5,5,3.0,3,0.3333333333333333,1,1.0,100.0,6.0,5.0,4.75,4,4.0
1812,37,0,0,0.375,4,1.0,2,0.4583333333333333,7,0.8571428571428571,80.0,5.0,5.0,4.75,5,6.0
294,34,0,0,0.375,3,3.0,2,0.3333333333333333,1,1.0,80.0,2.0,2.0,3.75,5,5.0
614,36,1,1,0.625,4,2.0,2,0.6666666666666667,4,0.7142857142857143,80.0,6.0,5.0,5.0,5,5.0
1556,34,1,0,0.375,4,3.0,2,0.5833333333333333,1,0.5714285714285714,60.0,5.0,6.0,4.75,5,6.0
844,30,1,0,0.375,4,,0,0.3333333333333333,1,0.5714285714285714,80.0,5.0,3.0,6.0,6,3.0
1665,42,1,0,0.125,3,1.0,0,0.75,5,0.4285714285714285,80.0,1.0,4.0,5.5,2,5.0
1459,39,1,0,0.125,3,1.0,1,0.2083333333333333,1,0.4285714285714285,70.0,3.0,3.0,3.0,3,4.0
1698,57,1,0,0.5,5,3.0,3,0.4166666666666666,1,0.7142857142857143,90.0,5.0,5.0,3.5,5,5.0
1650,38,1,0,0.75,3,1.0,1,0.2083333333333333,3,0.4285714285714285,80.0,3.0,5.0,3.0,2,5.0
322,59,1,0,0.625,5,2.0,3,0.4166666666666666,4,0.7142857142857143,90.0,5.0,6.0,3.75,5,4.0
2326,36,1,1,0.375,4,3.0,3,0.5833333333333333,1,0.7142857142857143,90.0,5.0,5.0,2.25,5,6.0
1426,21,1,0,0.125,1,3.0,2,0.25,1,0.4285714285714285,70.0,5.0,5.0,3.0,5,6.0
2334,37,1,0,0.25,4,3.0,2,0.9166666666666669,5,0.2857142857142857,60.0,2.0,2.0,4.5,6,3.0
169,40,0,0,0.3333333333333333,4,1.0,0,0.2083333333333333,1,0.4285714285714285,30.0,2.0,2.0,2.25,4,5.0
286,24,1,0,0.25,3,,2,0.2083333333333333,1,0.5714285714285714,90.0,5.0,5.0,4.75,6,3.0
252,73,0,0,0.25,5,,1,0.3333333333333333,3,0.4285714285714285,50.0,3.0,3.0,3.0,3,5.0
1482,51,0,0,0.25,2,3.0,2,0.25,5,0.5714285714285714,30.0,4.0,4.0,3.75,4,4.0
1195,42,1,0,0.625,4,2.0,2,0.2083333333333333,1,0.7142857142857143,90.0,4.0,4.0,4.0,4,4.0
1139,23,1,1,1.0,4,3.0,3,0.6666666666666666,1,0.7142857142857143,90.0,6.0,6.0,3.0,6,5.0
491,28,1,1,0.375,3,1.0,2,0.3333333333333333,3,0.7142857142857143,90.0,5.0,4.0,4.5,5,5.0
1340,52,1,0,0.5,5,2.0,3,0.75,1,0.4285714285714285,90.0,4.0,5.0,3.5,6,4.0
450,54,1,0,0.125,5,2.0,1,0.5833333333333333,6,0.7142857142857143,70.0,6.0,6.0,5.25,7,3.0
1542,31,1,0,0.75,3,2.0,2,0.2916666666666666,2,0.4285714285714285,70.0,5.0,6.0,4.5,4,6.0
1168,21,1,0,0.375,3,3.0,3,0.5,1,0.7142857142857143,100.0,6.0,7.0,4.25,7,4.0
444,33,0,0,0.625,5,3.0,3,0.5833333333333334,1,0.7142857142857143,30.0,2.0,2.0,1.75,7,4.0
899,33,1,1,0.625,4,3.0,1,0.3333333333333333,1,0.7142857142857143,90.0,5.0,6.0,3.75,5,3.0
1268,60,0,0,0.3333333333333333,5,,2,0.4583333333333333,6,0.2857142857142857,30.0,1.0,1.0,3.25,5,4.0
1018,34,0,0,0.375,4,1.0,2,0.2083333333333333,1,0.7142857142857143,90.0,6.0,7.0,1.25,5,3.0
1822,22,0,0,0.0,3,,0,0.0,5,0.5714285714285714,70.0,3.0,1.0,2.0,2,6.0
688,56,0,0,0.5,5,3.0,2,0.25,9,0.5714285714285714,40.0,2.0,4.0,3.75,6,7.0
2297,40,0,0,0.5,4,,1,0.2916666666666666,1,0.4285714285714285,80.0,4.0,4.0,2.5,5,4.0
968,34,0,0,0.5,5,1.0,1,0.4583333333333333,2,0.5714285714285714,80.0,4.0,5.0,4.25,3,4.0
375,37,0,0,0.3333333333333333,4,2.0,1,0.1666666666666666,1,0.5714285714285714,40.0,4.0,5.0,4.75,3,6.0
1916,55,1,0,0.375,5,2.0,2,0.4166666666666666,3,0.7142857142857143,90.0,5.0,5.0,2.25,4,4.0
1734,23,1,0,0.5,2,3.0,3,0.9166666666666669,3,0.5714285714285714,90.0,6.0,5.0,4.5,4,6.0
383,24,0,0,0.125,2,1.0,1,0.6666666666666666,1,0.4285714285714285,20.0,1.0,2.0,3.75,4,5.0
1219,48,1,0,0.125,5,,1,0.3333333333333333,1,0.5714285714285714,90.0,5.0,4.0,5.0,3,5.0
1208,22,1,1,0.7142857142857143,2,1.0,2,0.4583333333333333,9,0.5714285714285714,70.0,5.0,5.0,4.5,5,5.0
270,31,0,0,0.375,5,3.0,3,0.0833333333333333,1,0.4285714285714285,80.0,3.0,4.0,1.0,5,7.0
679,69,1,0,0.75,5,3.0,2,0.5833333333333333,3,0.5714285714285714,90.0,4.0,4.0,3.5,3,4.0
2177,55,1,0,0.5,5,2.0,2,0.0833333333333333,3,0.4285714285714285,80.0,5.0,5.0,4.5,4,6.0
510,51,0,0,0.625,5,2.0,3,0.8333333333333333,1,0.5714285714285714,60.0,4.0,5.0,5.75,5,3.0
597,20,1,0,0.25,3,,2,0.3333333333333333,9,0.4285714285714285,90.0,4.0,4.0,2.75,4,5.0
1225,59,0,0,0.5,4,,0,0.2083333333333333,1,0.2857142857142857,40.0,1.0,1.0,3.25,4,4.0
1054,50,1,1,0.625,4,2.0,3,0.5833333333333333,8,0.4285714285714285,80.0,6.0,6.0,3.75,6,4.0
1513,45,1,0,0.375,5,3.0,3,0.3333333333333333,2,0.4285714285714285,80.0,3.0,4.0,3.5,2,5.0
489,33,0,0,0.5714285714285714,4,,1,0.375,3,0.5714285714285714,20.0,1.0,1.0,2.25,3,5.0
258,46,0,0,0.625,4,1.0,2,0.2083333333333333,3,0.4285714285714285,90.0,2.0,3.0,4.25,5,4.0
1927,33,0,0,0.5,3,1.0,2,0.0833333333333333,5,0.2857142857142857,60.0,5.0,5.0,1.5,7,4.0
920,34,1,0,0.6666666666666666,3,,2,0.5833333333333334,1,0.5714285714285714,70.0,4.0,5.0,4.5,5,4.0
1415,22,1,0,0.25,1,2.0,3,0.6666666666666667,3,0.7142857142857143,80.0,5.0,4.0,3.25,7,5.0
922,67,1,0,0.2857142857142857,5,,0,0.6666666666666666,3,0.5714285714285714,90.0,3.0,2.0,4.25,5,6.0
518,30,0,0,0.625,4,1.0,1,0.9166666666666669,1,0.5714285714285714,80.0,5.0,5.0,4.25,6,5.0
1951,41,0,0,1.0,4,3.0,2,0.4583333333333333,1,0.5714285714285714,80.0,3.0,4.0,3.25,5,3.0
2168,56,1,0,0.125,5,1.0,1,0.3333333333333333,1,0.5714285714285714,90.0,5.0,5.0,3.0,5,6.0
2158,42,0,0,0.125,5,1.0,2,0.3333333333333333,1,0.4285714285714285,80.0,5.0,3.0,4.0,5,4.0
1742,22,0,0,0.1428571428571428,4,,0,0.5833333333333333,4,0.4285714285714285,40.0,4.0,2.0,1.5,3,5.0
774,36,0,0,0.375,2,1.0,2,0.9166666666666669,4,0.5714285714285714,50.0,2.0,3.0,3.25,1,6.0
1962,21,0,0,0.1428571428571428,3,1.0,1,0.2083333333333333,1,0.5714285714285714,70.0,5.0,2.0,2.75,4,4.0
328,51,1,0,0.625,5,1.0,2,0.0,5,0.7142857142857143,80.0,5.0,5.0,3.25,5,3.0
390,31,0,0,0.0,5,,0,0.0833333333333333,3,0.4285714285714285,60.0,1.0,1.0,2.0,3,5.0
1647,24,1,0,0.125,3,3.0,2,0.8333333333333333,2,0.5714285714285714,90.0,4.0,5.0,3.25,4,4.0
748,30,0,0,0.8571428571428571,4,3.0,2,0.4166666666666666,1,0.7142857142857143,90.0,6.0,5.0,3.5,5,5.0
2324,35,0,0,0.4285714285714285,4,1.0,1,0.2916666666666666,1,0.2857142857142857,30.0,3.0,4.0,3.25,4,5.0
234,56,1,0,0.6666666666666666,5,2.0,3,0.7083333333333333,1,0.7142857142857143,100.0,7.0,4.0,3.5,5,6.0
1751,43,0,0,0.7142857142857143,5,1.0,2,0.125,1,0.7142857142857143,90.0,6.0,5.0,4.0,4,4.0
1700,30,1,0,0.5,4,2.0,1,0.25,9,0.5714285714285714,80.0,5.0,5.0,4.5,5,6.0
1894,43,1,0,0.625,5,3.0,3,0.25,1,0.4285714285714285,80.0,5.0,3.0,4.0,5,5.0
542,31,1,0,0.375,4,2.0,3,0.3333333333333333,1,0.7142857142857143,80.0,5.0,4.0,3.5,5,5.0
2313,18,0,0,0.25,1,3.0,3,0.3333333333333333,1,0.4285714285714285,70.0,5.0,4.0,1.0,7,7.0
1709,45,0,0,0.5,4,1.0,2,0.4166666666666666,1,0.7142857142857143,60.0,4.0,5.0,3.0,6,5.0
1555,45,1,1,0.375,5,1.0,3,0.5833333333333333,5,0.5714285714285714,80.0,5.0,5.0,3.75,4,3.0
1151,31,0,0,0.375,3,1.0,2,0.5833333333333333,6,0.7142857142857143,70.0,5.0,6.0,5.0,6,2.0
473,41,0,0,0.5,5,,2,0.5,1,0.5714285714285714,90.0,5.0,3.0,4.75,6,2.0
2345,56,1,0,0.125,5,,1,0.3333333333333333,5,0.7142857142857143,90.0,4.0,3.0,4.0,5,4.0
1625,19,1,0,0.25,2,3.0,2,0.6666666666666667,5,0.4285714285714285,80.0,3.0,4.0,5.0,3,6.0
50,49,0,0,0.75,3,1.0,2,0.375,4,0.2857142857142857,50.0,4.0,4.0,2.5,6,6.0
997,20,1,1,0.25,2,3.0,2,0.9166666666666669,5,0.7142857142857143,70.0,5.0,3.0,4.25,5,5.0
909,42,0,0,0.25,5,,2,0.5833333333333334,1,0.7142857142857143,80.0,3.0,4.0,4.0,6,6.0
731,37,1,0,0.25,4,,1,0.2083333333333333,5,0.5714285714285714,70.0,4.0,3.0,4.0,5,5.0
2159,31,1,0,0.125,1,,1,0.3333333333333333,4,0.7142857142857143,90.0,3.0,3.0,5.5,5,5.0
487,57,0,0,0.125,5,2.0,1,0.6666666666666666,1,0.5714285714285714,70.0,2.0,2.0,3.0,5,4.0
834,70,1,0,0.25,5,1.0,3,0.25,1,0.5714285714285714,90.0,5.0,5.0,3.75,4,4.0
685,24,0,0,0.1428571428571428,2,1.0,2,0.4166666666666666,1,0.5714285714285714,50.0,1.0,1.0,3.0,3,4.0
196,69,0,0,0.5,5,3.0,3,0.0,1,0.4285714285714285,70.0,3.0,4.0,4.25,4,5.0
154,35,1,0,0.3333333333333333,2,,1,0.5833333333333333,1,0.4285714285714285,80.0,2.0,4.0,4.0,7,4.0
733,43,0,0,0.5,5,1.0,2,0.3333333333333333,1,0.5714285714285714,80.0,6.0,6.0,4.0,7,4.0
1301,20,1,0,0.25,2,,1,0.3333333333333333,1,0.5714285714285714,60.0,2.0,1.0,2.25,5,5.0
320,27,0,0,0.125,3,1.0,2,0.4166666666666666,3,0.5714285714285714,60.0,3.0,5.0,2.75,1,6.0
1957,44,0,0,0.25,5,1.0,1,0.3333333333333333,1,0.7142857142857143,80.0,5.0,4.0,5.0,6,4.0
2298,33,1,0,0.75,5,2.0,2,0.5833333333333333,1,0.5714285714285714,80.0,5.0,6.0,4.25,5,6.0
1749,54,0,0,0.25,5,2.0,1,0.6666666666666667,7,0.2857142857142857,80.0,6.0,6.0,5.0,3,4.0
451,48,0,0,0.5,5,2.0,3,0.7083333333333333,3,0.5714285714285714,50.0,4.0,5.0,3.5,6,4.0
1915,53,0,0,0.375,4,1.0,2,0.3333333333333333,1,0.4285714285714285,70.0,3.0,4.0,4.75,5,4.0
1353,37,1,0,0.25,3,1.0,1,0.3333333333333333,1,0.4285714285714285,80.0,5.0,5.0,4.5,5,6.0
1554,32,1,0,0.5,4,1.0,3,0.5,1,0.7142857142857143,80.0,5.0,3.0,4.0,3,5.0
1820,31,1,0,0.5,5,2.0,2,0.25,8,0.2857142857142857,70.0,4.0,4.0,3.5,3,5.0
1575,67,0,0,0.375,5,1.0,2,0.125,1,0.4285714285714285,80.0,2.0,5.0,4.0,5,4.0
978,27,1,1,0.5,4,3.0,3,0.7083333333333333,1,0.7142857142857143,100.0,6.0,6.0,1.5,5,4.0
584,25,1,0,0.25,2,1.0,2,0.5833333333333333,3,0.7142857142857143,80.0,4.0,5.0,3.75,4,5.0
2364,47,0,0,0.5714285714285714,5,,1,0.2083333333333333,7,0.4285714285714285,60.0,2.0,4.0,3.0,3,4.0
1597,55,1,0,0.125,5,,2,0.4166666666666666,1,0.5714285714285714,90.0,4.0,2.0,2.0,5,4.0
1536,30,0,1,0.1428571428571428,2,1.0,1,0.625,5,0.2857142857142857,60.0,5.0,4.0,4.5,6,6.0
1806,24,1,0,0.5,3,3.0,3,0.6666666666666667,1,0.7142857142857143,90.0,5.0,4.0,5.0,6,5.0
199,28,1,0,0.125,1,2.0,2,0.3333333333333333,1,0.4285714285714285,90.0,4.0,4.0,2.75,5,4.0
908,24,1,0,0.5,3,2.0,2,0.2083333333333333,1,0.5714285714285714,50.0,4.0,3.0,3.25,5,5.0
2247,43,0,0,0.75,4,3.0,3,0.1666666666666666,1,0.2857142857142857,60.0,5.0,3.0,3.75,6,5.0
