participantId,ai_group,wave,session_id,eval_start,pre_active_m2_ann,post_active_m2_ann
1236,Default,wave3,15,2026-06-08,-0.0588159556671573,-0.0588159556671573
2293,Somewhat Risk-Seeking,wave3,15,2026-06-08,-0.0130653912231227,-0.0130653912231227
797,Extremely Risk-Seeking,wave3,15,2026-06-08,-0.0748904362817992,-0.0748904362817992
547,Risk-Neutral,wave3,15,2026-06-08,-0.0066429730250327,-0.0066429730250327
2185,Default,wave3,15,2026-06-08,-0.0760503400152472,-0.0806224887422221
1914,Default,wave3,15,2026-06-08,-0.011160883393574,-0.0175242676026616
535,Extremely Risk-Averse,wave3,15,2026-06-08,-0.0590183279439456,-0.0590183279439456
1017,Default,wave3,15,2026-06-08,-0.0168098235580444,-0.0311998521664864
1933,Default,wave3,15,2026-06-08,-0.044259734094071,-0.044259734094071
360,Extremely Risk-Averse,wave3,15,2026-06-08,-0.0236111804887974,-0.0615492020937041
2222,Somewhat Risk-Seeking,wave3,15,2026-06-08,-0.0273564946235206,-0.0313465398652608
867,Somewhat Risk-Seeking,wave3,15,2026-06-08,-0.0392607756527349,-0.0167090388247158
321,Somewhat Risk-Averse,wave3,15,2026-06-08,-0.0711202064447537,-0.0379923716502943
640,Extremely Risk-Seeking,wave3,15,2026-06-08,-0.0925965289286588,0.0070103842433554
479,Extremely Risk-Seeking,wave3,15,2026-06-08,-0.0483442270372239,-0.0807548415929758
2400,Somewhat Risk-Averse,wave3,15,2026-06-08,-0.0316479652616536,-0.0179507374102191
1932,Extremely Risk-Averse,wave3,15,2026-06-08,-0.0849675152755334,-0.0265976849359251
1254,Risk-Neutral,wave3,15,2026-06-08,-0.0340128292914837,-0.0297333783680007
813,Extremely Risk-Seeking,wave3,15,2026-06-08,-0.0762475994393019,-0.0704439368127966
543,Default,wave3,15,2026-06-08,-0.0527206934000662,-0.0668367391032525
