participantId,wave,ai_group,pre_m2_bear,post_m2_bear,pre_m2_neutral,post_m2_neutral,pre_m2_bull,post_m2_bull,pre_m2_bull_q4,post_m2_bull_q4,pre_m2_bull_gt2,post_m2_bull_gt2,pre_m2_all,post_m2_all
2128,wave3,Extremely Risk-Seeking,0.024763389579928,-0.0211347206936531,-0.0007291013526743,0.0030569839965492,-0.0167547979268913,0.0216195174719438,-0.019585630750511,0.0235203432801521,-0.0171043994874033,0.0220536213876728,0.0024284422650115,0.0011794367541256
1199,wave3,Extremely Risk-Averse,-0.0034091587455471,0.0138460303389476,-0.0029419607455781,-0.0047183623534089,-0.006700187373579,-0.0199418559857088,-0.0075326618682533,-0.0229587174007958,-0.0069693457411669,-0.020421134840028,-0.0043513039784583,-0.0036040427532297
2014,wave3,Extremely Risk-Seeking,0.0019761696630453,0.0019761696630453,0.0019211471007256,0.0019211471007256,-0.0014299009279506,-0.0014299009279506,-0.0017815849738645,-0.0017815849738645,-0.0017262323637943,-0.0017262323637943,0.0008217945869778,0.0008217945869778
602,wave3,Extremely Risk-Averse,-0.0003536456225557,0.0256015153711284,0.0029305462668371,0.0019082721825081,0.0093550501321376,-0.0153908969437965,0.008820945191201,-0.0192244288164534,0.009214725275885,-0.0160915396213636,0.0039779622834623,0.0040409442341189
1677,wave3,Somewhat Risk-Seeking,0.0123815191965111,-0.0205376598083422,-0.0060101402110929,0.0038296840378901,-0.0146389121673194,0.0229700658341404,-0.0176456856446666,0.0249089382985038,-0.015330594386048,0.023469044285143,-0.0027538380463609,0.0020862891741168
987,wave3,Extremely Risk-Averse,-0.0217821726789694,-0.0140664951376295,0.0019097816200276,0.0038631850954632,0.0170820826475648,0.0135367233307904,0.0201596887267047,0.0154875951421787,0.0174115106388482,0.0137527531844254,-0.0009318536573211,0.0011094410629162
2225,wave3,Somewhat Risk-Seeking,-0.0098678377091015,-0.0131720564964301,0.00547983454637,0.0069948558763125,0.0180510548788341,0.0212080825254579,0.0186547871407957,0.0227923033103435,0.0184209877502418,0.0217910209296612,0.0045537799900524,0.00500907044076
1117,wave3,Somewhat Risk-Averse,-0.0015728524917852,0.0288332405593821,-0.0004009969282793,-0.0070353834036076,0.0004029496327206,-0.033740433536474,-0.0010235623186634,-0.0386370018597026,0.0004654519920225,-0.0345064926831942,-0.0005237088705455,-0.0039789756094666
1809,wave3,Default,0.0202955181157796,0.0202955181157796,0.0056780421765872,0.0056780421765872,-0.0027804125846825,-0.0027804125846825,-0.0056599302449557,-0.0056599302449557,-0.0025345255761909,-0.0025345255761909,0.0077323149615787,0.0077323149615787
877,wave3,Somewhat Risk-Averse,-0.0114930896821062,-0.0114930896821062,0.0068490604411142,0.0068490604411142,0.0173268347673107,0.0173268347673107,0.0186176979909233,0.0186176979909233,0.0178861991780564,0.0178861991780564,0.0042259856530809,0.0042259856530809
106,wave3,Risk-Neutral,-0.0109305851364378,-0.0094026926582024,-0.0020824623298632,-0.0029969690096333,0.0060196378710964,0.0047627393092713,0.0056921791636329,0.004271693607333,0.0059490941834942,0.0046779047727116,-0.0023312898450528,-0.0025453625320429
1537,wave3,Somewhat Risk-Averse,-0.0160112768227222,0.0011771460400293,0.0029085432528544,0.0090955542415495,0.0149164725449327,0.0067579513716431,0.0160706730166348,0.0058628015563526,0.0150863431661483,0.0067430840321606,0.0006031592122424,0.0056747761961477
1316,wave3,Somewhat Risk-Averse,0.0255738364429884,0.0255738364429884,-0.0033786818111744,-0.0033786818111744,-0.0279623140368901,-0.0279623140368901,-0.0320537828474275,-0.0320537828474275,-0.0287083226553005,-0.0287083226553005,-0.0019214886290597,-0.0019214886290597
719,wave3,Extremely Risk-Seeking,0.0306709598202044,0.0306709598202044,-0.0024771954203723,-0.0024771954203723,-0.0234879327811337,-0.0234879327811337,-0.0278108579152866,-0.0278108579152866,-0.0239896231539664,-0.0239896231539664,0.0015711048712307,0.0015711048712307
2228,wave3,Risk-Neutral,-0.0046462703538716,-0.0046462703538716,0.0023559765101825,0.0023559765101825,-9.9869920390835e-05,-9.9869920390835e-05,-0.0011149232520501,-0.0011149232520501,-0.0001875064772474,-0.0001875064772474,-0.0007986649647826,-0.0007986649647826
549,wave3,Somewhat Risk-Averse,-0.0159290134617539,0.0300204969897594,0.0050843408999662,-0.0055639948002305,0.0213550550327703,-0.0344266750601296,0.0228872343846329,-0.039252035271663,0.0218310458037996,-0.0352043975028093,0.0035024861750318,-0.0033220095734862
2102,wave3,Default,-0.0194453286294676,-0.0174874819427522,0.0005934769599499,0.0033417994779051,0.0142602295753066,0.0155082469274606,0.0154532878905612,0.017018902957598,0.0142731711587157,0.0157141342184144,-0.0015318502034082,0.0004524078759531
1557,wave3,Default,-0.0179175098741707,-0.0201878255497406,0.0032254519298263,0.0061086762423138,0.0207258809065744,0.0241472276060683,0.0223273229204892,0.0268341671415215,0.0210859951650567,0.02474954887016,0.0020105257525502,0.0033543290279425
596,wave3,Risk-Neutral,0.0148048801211421,0.0148048801211421,0.0013445673135506,0.0013445673135506,-0.0083765436619488,-0.0083765436619488,-0.0107436336849102,-0.0107436336849102,-0.0088853674393412,-0.0088853674393412,0.0025917363586565,0.0025917363586565
866,wave3,Default,-0.0072026426146241,-0.0121253376246649,0.0070417553868579,0.00729179095302,0.0213902248282212,0.0225451314534786,0.0230864955707319,0.0243140069001348,0.0222325928666328,0.0233641992853072,0.0070764672542905,0.0059030059038341
367,wave3,Default,-0.0195454908456811,-0.0117001368397209,0.0012311963179781,0.0018961334166322,0.0145164309313919,0.0077851250456936,0.0158443454249244,0.0077847124035917,0.0147829505778797,0.0079479417556192,-0.0012674940825661,-0.000674543363494
870,wave3,Risk-Neutral,0.0294333991909861,0.0294333991909861,0.0023738246010011,0.0023738246010011,-0.0174072100824799,-0.0174072100824799,-0.0216288838505333,-0.0216288838505333,-0.01793595008764,-0.01793595008764,0.0048015003651309,0.0048015003651309
2132,wave3,Somewhat Risk-Averse,0.0291394608510074,0.0286684821801694,-0.0063158865611031,-0.0074728591194088,-0.0342340648873086,-0.0354808118398161,-0.0388926665970802,-0.0403860919299043,-0.0350623407355485,-0.036297467151249,-0.0038019479202433,-0.0047600581198209
2122,wave3,Extremely Risk-Seeking,0.0332005652439626,0.0332005652439626,-0.0020903503299242,-0.0020903503299242,-0.0298010405623934,-0.0298010405623934,-0.0342232873760492,-0.0342232873760492,-0.0305633220049818,-0.0305633220049818,0.0004379492444943,0.0004379492444943
212,wave3,Somewhat Risk-Averse,0.0074419921178539,0.0074419921178539,-7.922801871036835e-05,-7.922801871036835e-05,-0.0136289418328748,-0.0136289418328748,-0.0161101596675856,-0.0161101596675856,-0.0142085212739742,-0.0142085212739742,-0.0020899648125338,-0.0020899648125338
1773,wave3,Extremely Risk-Averse,0.0215589239188006,0.0301078601770689,-0.0041170778773062,-0.0055211796376367,-0.0154078259489524,-0.0344683293989844,-0.0186823311274711,-0.0391391934995541,-0.0156158453337109,-0.035340211201263,0.0006809629765366,-0.0032925097739705
1148,wave3,Somewhat Risk-Seeking,0.0219346194853559,-0.0125530903094097,-0.0031536358885381,0.0037414658223086,-0.0231263550519361,0.0113173511487763,-0.026736791960391,0.0123881767912604,-0.0236362777444533,0.0117519421470824,-0.0014474058701174,0.000833450467413
1869,wave3,Somewhat Risk-Seeking,0.0002506003732984,-0.0030071976561452,0.0035170295173598,0.0051172108370324,0.0010991792876383,0.0050195076894442,0.0006894211827494,0.0050190722473637,0.0013079807080047,0.0053271150964922,0.0016211015634655,0.0023748172503158
548,wave3,Somewhat Risk-Averse,0.0069149312931171,0.0173623034482652,0.0027053456094847,-0.0013646375140282,0.0025592815617785,-0.0110634045742631,0.0008831746531247,-0.0140690271240138,0.0024510758524981,-0.0114147190789252,0.0040606879060544,0.001646609145043
1831,wave3,Default,-0.015961847054282,-0.0053881777007893,0.0053706296572404,0.0047020486690577,0.0101289858270896,0.0095386855977079,0.0107453781735052,0.0094890119746038,0.0103572193894369,0.0098889913388547,-0.0001574832977813,0.0029497725360814
1363,wave3,Risk-Neutral,0.0261790991773111,0.0005315387681961,-0.0013075858276593,0.0017181816464805,-0.0231502855209317,0.001874096972991,-0.026559985436006,0.0017315176772389,-0.0237647970689366,0.0017929724816626,0.0005749024914705,0.0013743939735399
1530,wave3,Risk-Neutral,0.0159542066736948,-0.0003908681707192,0.0024941089592904,0.0058428292278473,-0.0116755996408149,0.0068353308903651,-0.0135787793282319,0.0064258793559857,-0.0121167289849584,0.0068621231232775,0.0022574261669573,0.004094686876921
172,wave3,Risk-Neutral,0.028856583822583,0.0197746654446033,-0.0031321703170227,-0.0074706003822697,-0.0307607005733454,-0.0209605656277588,-0.035185772137036,-0.0247174697123909,-0.0314870694642905,-0.0213957221292032,-0.0016778662967661,-0.0028826733696133
1473,wave3,Extremely Risk-Seeking,-0.0155816639360793,-0.0155816639360793,0.0025957893870784,0.0025957893870784,0.0102545345508836,0.0102545345508836,0.0106169247787452,0.0106169247787452,0.0103475835293517,0.0103475835293517,-0.0009126083405477,-0.0009126083405477
1244,wave3,Somewhat Risk-Averse,0.021179131427086,0.021179131427086,-0.0022975270703319,-0.0022975270703319,-0.0239175722693199,-0.0239175722693199,-0.0265956187623114,-0.0265956187623114,-0.0246045949226792,-0.0246045949226792,-0.0016782744227051,-0.0016782744227051
1936,wave3,Default,0.0222304153196818,0.015481841670623,-0.0042476854605588,-0.0021741343502707,-0.0209496808566416,-0.0116518083029084,-0.0245515509409185,-0.013812067760028,-0.0214019529715506,-0.0120056612095689,-0.0009869746018477,0.000553647042409
441,wave3,Somewhat Risk-Averse,0.0007148800721352,0.0007148800721352,0.0004862970398554,0.0004862970398554,0.0049932794192639,0.0049932794192639,0.0050535970944943,0.0050535970944943,0.0049518652396396,0.0049518652396396,0.0020657920384518,0.0020657920384518
533,wave3,Extremely Risk-Seeking,-0.0002044575094776,-0.0115024962676603,-0.0046063276661289,0.0080403779968292,-0.0011195483106742,0.0218182540846603,-0.0027344562426675,0.0239950159022884,-0.0008757136792363,0.0225553509061218,-0.0019751566513019,0.0061175271869819
2019,wave3,Somewhat Risk-Averse,0.0229324121607791,0.0279962306895218,-0.0083531667065647,-0.0059485648088939,-0.0329075818129831,-0.0335983377573178,-0.0370492286964195,-0.0379068556718107,-0.0336913078915402,-0.0345056908536689,-0.0061080621475877,-0.0038489302838966
438,wave3,Risk-Neutral,0.0002868600777204,0.0316902905919171,-0.0013587194395714,-0.0020744069876385,-0.0052170939591954,-0.023709669810774,-0.005436817135204,-0.0266418314207047,-0.0056698310531188,-0.024286460360964,-0.0020967725198807,0.0019712306222401
1312,wave3,Risk-Neutral,-0.0039366123199271,-0.0039366123199271,0.0107580759737189,0.0107580759737189,0.0197965009728636,0.0197965009728636,0.0208592308551932,0.0208592308551932,0.0207017029660334,0.0207017029660334,0.0088714924704358,0.0088714924704358
1892,wave3,Extremely Risk-Averse,0.0252495351587938,0.0288373088321497,0.0052118454144048,0.0016843130346877,-0.008591318930369,-0.0176716240558067,-0.0120194775765749,-0.0216058197436388,-0.0087247642367122,-0.0181243808332231,0.0072913017899854,0.0042849349585283
2392,wave3,Extremely Risk-Averse,-0.0143485336005487,-0.0143485336005487,0.0073595553655511,0.0073595553655511,0.023847536259249,0.023847536259249,0.0255309141171484,0.0255309141171484,0.0242828981949022,0.0242828981949022,0.0056184465695157,0.0056184465695157
1335,wave3,Somewhat Risk-Seeking,-0.008019096175129,-0.0204819358100892,0.0046026207900039,0.005249020446965,0.0117536950405772,0.0201489461259361,0.0120784756312861,0.0222665365798667,0.0120975978225266,0.0206242740784566,0.0027779489598086,0.0016364510617967
471,wave3,Somewhat Risk-Seeking,-0.0081983804636849,-0.0178448255778615,0.0079660154738528,0.005732726567262,0.0203208515714768,0.0224594146572395,0.021349929127687,0.0240058038240721,0.020849497933337,0.0229977643750603,0.0066953793003674,0.0034476973108908
581,wave3,Risk-Neutral,-0.0177724355509755,-0.0177724355509755,0.0060046300000422,0.0060046300000422,0.0240390094869397,0.0240390094869397,0.0259630474082252,0.0259630474082252,0.0246633954299342,0.0246633954299342,0.0040892211463498,0.0040892211463498
205,wave3,Extremely Risk-Averse,-0.0018836114633202,0.0196075234793941,0.0112598740151097,0.0073867734467778,0.0168699173929512,-8.389940745772735e-05,0.017249136448896,-0.0028738841314348,0.017576719854085,0.0001411541176499,0.0087471784686125,0.0089711086832168
1756,wave3,Extremely Risk-Seeking,-0.0213959298321323,-0.0177602803961179,0.0007923214388117,0.0005859687731067,0.009907158114689,0.0135596163298683,0.0115216749040448,0.0152542061911873,0.0100001506273013,0.0138996253241233,-0.0035681701123171,-0.001206002541531
432,wave3,Risk-Neutral,0.0302353923285304,0.023117794155449,-0.0019052203534742,-0.0048599973102219,-0.0275222269246417,-0.0230790578099471,-0.0313205664157328,-0.0272381394453516,-0.0283081655227013,-0.0235659466641957,0.0002706556674646,-0.0016050814948232
1074,wave3,Risk-Neutral,0.0288865786970632,0.010698919036296,-0.003591625416442,0.002996655020493,-0.029901736139911,-0.0029937857670184,-0.0339770627032542,-0.0056995748029133,-0.0306669156132349,-0.0026455523342617,-0.0015343266963374,0.0035676145559466
1070,wave3,Default,0.0304730871355917,0.0304730871355917,-0.0012600659660161,-0.0012600659660161,-0.0243248695457977,-0.0243248695457977,-0.0272470831404209,-0.0272470831404209,-0.0251193599114982,-0.0251193599114982,0.0016311652863315,0.0016311652863315
1421,wave3,Risk-Neutral,-0.0066079181849451,-0.0100823818103279,0.0007495235220153,0.0014917309096078,0.0013351000174962,0.004765100136218,0.0004732866751745,0.0047054911590893,0.0010106731107938,0.0045941515471958,-0.0015091565516039,-0.0012768894540722
1588,wave3,Extremely Risk-Seeking,0.0263744268209848,0.0150444943436348,0.0071756609153161,0.0125406935680541,-0.0062863793122797,0.0067742453725658,-0.0097896286157514,0.0049934905225896,-0.0063450714385549,0.0071580345664846,0.0090890817487547,0.0114524739292316
1503,wave3,Extremely Risk-Averse,0.0036868619242302,0.0036868619242302,0.0057560019228752,0.0057560019228752,0.0008855354026078,0.0008855354026078,-0.0003231140173547,-0.0003231140173547,0.0009996664415126,0.0009996664415126,0.0034413736079975,0.0034413736079975
2121,wave3,Extremely Risk-Seeking,-0.0221926400311846,-0.018056825147473,0.0005809536739315,0.0063629945386594,0.0149543963695191,0.0208117373383518,0.0167098742165589,0.0229576876865676,0.0153030984656083,0.0213696308777471,-0.0022208229574833,0.0030372531110613
1735,wave3,Extremely Risk-Averse,-0.0031252344610839,0.0297189164011812,-0.0001093629224785,-0.0057438342581111,-0.0027858227684605,-0.0344834347132737,-0.0042836526689125,-0.0391343461284737,-0.002660583134676,-0.0353538088834904,-0.0020079765347238,-0.0035014025315795
2376,wave3,Somewhat Risk-Seeking,-0.0086790556491019,-0.0068679617888132,0.0062497355637691,0.0082313771052509,0.0156793757107171,0.0200290423654309,0.0166743196368681,0.021554465154386,0.0163944273415994,0.0205979827850834,0.004415555091103,0.0071301407082526
2049,wave3,Extremely Risk-Seeking,0.0020746277267552,0.0020746277267552,0.0008099432559384,0.0008099432559384,-0.0015416522635916,-0.0015416522635916,-0.0032589901726769,-0.0032589901726769,-0.0016455106300947,-0.0016455106300947,0.0004474162045488,0.0004474162045488
607,wave3,Extremely Risk-Averse,-0.0126162600348499,-0.0094241725599739,0.0113386368633324,0.0074977186481016,0.0215015115777408,0.0153487546267301,0.0234346891080724,0.0166498972471156,0.0220394606321141,0.0155630699019994,0.0067384617699775,0.0044722361085634
249,wave3,Somewhat Risk-Averse,0.0102936234358067,0.0296155788070532,-0.0024788927325819,-0.0065446419536141,-0.0060677435349673,-0.0347723930589998,-0.0089527180160394,-0.039626304311453,-0.0064449739773599,-0.0357239611417993,0.0005842163691491,-0.0038988552190226
372,wave3,Default,0.0261207009154956,0.0261207009154956,-0.0054421941118939,-0.0054421941118939,-0.0317966931551085,-0.0317966931551085,-0.0360833994556254,-0.0360833994556254,-0.0325781421296202,-0.0325781421296202,-0.0037049917521906,-0.0037049917521906
2107,wave3,Extremely Risk-Averse,0.0261207009154956,0.0297189164011812,-0.0054421941118939,-0.0057438342581111,-0.0317966931551085,-0.0344834347132737,-0.0360833994556254,-0.0391343461284737,-0.0325781421296202,-0.0353538088834904,-0.0037049917521906,-0.0035014025315795
2125,wave3,Somewhat Risk-Seeking,-0.0140139562142189,-0.0252289913908879,0.0044671305221674,0.0040243094195873,0.011557557733574,0.0232310102432307,0.012185556149247,0.0253684165710612,0.011613668799851,0.0236390965833804,0.0006679031466963,0.0006733781046205
1897,wave3,Extremely Risk-Seeking,-0.0015874900041733,-0.0015874900041733,-0.0018754609521765,-0.0018754609521765,-0.0008483837297115,-0.0008483837297115,-0.0011594315342563,-0.0011594315342563,-0.0008612437670724,-0.0008612437670724,-0.0014368413096221,-0.0014368413096221
560,wave3,Default,0.0188775561897307,0.0288461834918524,-0.0085774915050292,-0.0058517724861718,-0.0257231682886097,-0.0307213179016854,-0.0308058035688634,-0.0359136214642434,-0.0266159957026245,-0.0314270885618644,-0.0051389158805236,-0.0025736158188979
289,wave3,Default,0.0126341531008801,-0.0054262210698834,0.003138191627797,0.0018731117507178,-0.0036242446035983,0.006851306393004,-0.0060549069976087,0.0057898905182822,-0.0040501405010363,0.0067224381911849,0.0040499284685818,0.0010989220130677
1261,wave3,Extremely Risk-Seeking,0.0186078162563524,-0.0142489132322419,0.0054248959313026,0.0070774058822776,0.0026016384812649,0.0207458699131091,0.0012010734007005,0.0226184357355322,0.0028294396750282,0.0214375834690309,0.0088802458791334,0.0045232137735999
25,wave3,Default,0.0054924664257447,-0.0106503454159926,0.0014728691532821,-0.0007233922554808,0.0020747479503863,0.0123853732860691,-0.0003144315798238,0.0129644422290958,0.0016914569566577,0.012825729954125,0.003014310924944,0.0003378657581699
1787,wave3,Risk-Neutral,-0.0168933511277259,-0.0006416551018544,-0.0009574571243447,-0.0015489535264679,0.0173364833028426,0.0030352930585419,0.0183408367284511,0.0024924467493745,0.0177238544512217,0.0031745952688412,-0.0001709570532725,0.0002826900309958
1012,wave3,Somewhat Risk-Averse,-0.0148821001380395,0.0320478298569322,0.0080133889392656,-0.0012409123278478,0.0210628501971429,-0.0297423654876376,0.0226905856497874,-0.0350137955159596,0.0215107838119557,-0.0303844211275669,0.004729356232539,0.0003558345047783
2235,wave3,Extremely Risk-Averse,0.0295228375398714,0.0294573452919873,-0.0018700915907182,-0.0057619893895596,-0.0241497630594981,-0.0346390211898225,-0.0277264944382821,-0.0391081279353917,-0.0248701047590245,-0.0355227188283186,0.001169533806963,-0.003646585037664
1979,wave3,Somewhat Risk-Averse,-0.0050593345504531,-0.0050593345504531,0.0103884773181555,0.0103884773181555,0.0215853785552445,0.0215853785552445,0.0225851914582738,0.0225851914582738,0.02224423325287,0.02224423325287,0.0089706335131912,0.0089706335131912
1540,wave3,Extremely Risk-Seeking,-0.0091047571980899,-0.0091047571980899,0.0094696773260418,0.0094696773260418,0.0235061597817606,0.0235061597817606,0.0250682396309321,0.0250682396309321,0.0244375864927135,0.0244375864927135,0.0079560940529151,0.0079560940529151
1679,wave3,Extremely Risk-Seeking,0.012282145907428,-0.0176358102810303,0.0016663649669029,0.0055313671450553,-0.0061390131843844,0.0187362724865522,-0.0084646110177121,0.0204499081259879,-0.006249512312627,0.0192878525500769,0.0026037434557917,0.0022085624608614
965,wave3,Risk-Neutral,-0.0014869831297694,0.0157657199730292,0.0034287202691487,0.0023283520658048,0.008117379099442,-0.0082412341951313,0.0075113008841174,-0.0108312081582195,0.0080038424863023,-0.0086544402387343,0.0033529920868885,0.0032848686321685
1407,wave3,Extremely Risk-Seeking,0.0197486419307938,-0.0008464336897674,-0.001791743504259,0.0061103648724499,-0.0132043271846656,0.0125579768346269,-0.0160539599300156,0.0131758658003189,-0.0133296865910596,0.0133043537188132,0.0015862717542265,0.0059405313640517
663,wave3,Somewhat Risk-Seeking,-0.0144521743683309,-0.0144521743683309,0.0073903026768325,0.0073903026768325,0.0209158732920969,0.0209158732920969,0.0219902569471165,0.0219902569471165,0.0212588688613246,0.0212588688613246,0.0046162913460215,0.0046162913460215
2217,wave3,Extremely Risk-Averse,-0.02076439497964,-0.0078046872171033,0.0014384829940913,0.0021365467014922,0.0163070594267843,0.0044348743366785,0.0183780542913669,0.0042096948564593,0.016662375896573,0.0044892250054834,-0.0010077914409898,-0.000412659401667
2239,wave3,Extremely Risk-Averse,0.0135133289070779,0.0309591093397897,0.0031653584167629,-0.0058768945086458,-0.0038871413145399,-0.035699684969834,-0.0067973524873459,-0.040451233943141,-0.0037113923029059,-0.0365822777187919,0.0042645259140659,-0.0035377154442187
1995,wave3,Somewhat Risk-Averse,-0.0135863588391056,-0.0135863588391056,0.0041882987454099,0.0041882987454099,0.0148232563340175,0.0148232563340175,0.0164312890331628,0.0164312890331628,0.0151658059526701,0.0151658059526701,0.001806931484136,0.001806931484136
1583,wave3,Somewhat Risk-Averse,0.0019408697228246,0.0267342437516551,0.0024916402547185,-0.0034125245007143,0.004915322629915,-0.023569153522767,0.0039804575443126,-0.0287812228105392,0.0046685211555173,-0.0242464614568854,0.003116329100111,-8.04250410340974e-05
1707,wave3,Risk-Neutral,-0.008912044135898,-0.0056286158957666,0.0010655587807171,0.0057560287108725,0.0133119598571409,0.0156113846156044,0.014737772283778,0.0163606449667111,0.0137018284990445,0.0161315741601409,0.0018222910892599,0.0052459515297801
466,wave3,Somewhat Risk-Averse,-0.0065180365344656,0.0287154943981024,-0.0017208256307387,-0.0050188222487434,-0.001383995759076,-0.0324868541935464,-0.0017936688206351,-0.0370569851602921,-0.0014189912552194,-0.0333092027210049,-0.0032085359503113,-0.002928772912242
2066,wave3,Somewhat Risk-Averse,-0.0208545336431316,0.0164216720769486,0.0019887389386965,1.2143723732252615e-05,0.0162876110398365,-0.0186083099269226,0.0184104241446421,-0.0224781039910013,0.016561352785719,-0.019302522072914,-0.0008611504941346,-0.0007252857373738
506,wave3,Extremely Risk-Seeking,-0.0086071764663727,-0.0138799512715072,0.0030220118762942,0.0087287657272927,0.0093757173692745,0.0163875783788336,0.009299340652353,0.0171178370270892,0.0095747983999172,0.0169857755581894,0.0012624334412261,0.0037423919591872
1704,wave3,Somewhat Risk-Seeking,0.0139891282391754,-0.0017881246725797,0.0058637846327456,0.0063258095097287,0.0037768882510093,0.0137978971197916,0.001903731562531,0.0137853152044693,0.004125298345072,0.0143911061560632,0.0078778413211298,0.0061117287479624
1478,wave3,Risk-Neutral,-0.0196811693068652,-0.0202431562063339,0.0066730414760499,0.0063059727514273,0.0210491246934614,0.0242177841314376,0.0232185976662138,0.0269160460527087,0.0214804208520463,0.024811891469559,0.0026778706912549,0.0034250918577385
924,wave3,Somewhat Risk-Seeking,0.0135872391896359,0.0135872391896359,-0.0041823577808819,-0.0041823577808819,-0.0123905897364548,-0.0123905897364548,-0.0161914852230725,-0.0161914852230725,-0.0123856889946882,-0.0123856889946882,-0.0009932711760204,-0.0009932711760204
2369,wave3,Extremely Risk-Averse,-0.0096055973367454,0.0304867362620223,0.0084032029826795,-0.0068923962227111,0.0196353285507138,-0.035632692300922,0.0209712801736322,-0.0406619215928129,0.0202095991349941,-0.036451335668188,0.0061429187406928,-0.0040110087406342
469,wave3,Extremely Risk-Averse,-0.0146094373134181,-0.0146094373134181,0.0013408780412051,0.0013408780412051,0.0143050053575374,0.0143050053575374,0.0147089858061984,0.0147089858061984,0.0143388752429114,0.0143388752429114,0.0003448683440932,0.0003448683440932
35,wave3,Extremely Risk-Seeking,0.0045718510125507,0.0045718510125507,0.0023402014756337,0.0023402014756337,0.0131626819896821,0.0131626819896821,0.013738706288955,0.013738706288955,0.0136158233879246,0.0136158233879246,0.0066942608822751,0.0066942608822751
2134,wave3,Default,-0.0108591550045085,0.0031754836876436,0.005631392690718,0.0060850917500115,0.0111638017243114,0.0005776552970862,0.0115605460016634,-0.0014362476523833,0.0115331671293376,0.0006927871620145,0.0019764278226887,0.0032776804782645
985,wave3,Default,0.0131561277797304,0.0131561277797304,0.0002856907965891,0.0002856907965891,-0.0117161968930254,-0.0117161968930254,-0.014894949324355,-0.014894949324355,-0.0122787727561783,-0.0122787727561783,0.0005753857212487,0.0005753857212487
385,wave3,Somewhat Risk-Averse,-0.0129290888213137,-0.0129290888213137,0.0083202319180464,0.0083202319180464,0.0235799269300062,0.0235799269300062,0.025863835445986,0.025863835445986,0.0243435577942531,0.0243435577942531,0.0063224590952821,0.0063224590952821
817,wave3,Extremely Risk-Seeking,0.0305516021681638,0.0305516021681638,4.929550635420596e-05,4.929550635420596e-05,-0.0189249525688085,-0.0189249525688085,-0.023071795630453,-0.023071795630453,-0.0193223037070507,-0.0193223037070507,0.0038943508055995,0.0038943508055995
1946,wave3,Default,0.0304331436057003,0.0297634170090832,0.0005659916312097,0.0009897144586713,-0.0225541662691387,-0.0215322406565703,-0.0269927025776745,-0.0260050138736326,-0.0228841755110311,-0.0218402189781272,0.0028163762145087,0.0030749150520295
