participantId,wave,session_id,eval_start,persona_ai1,persona_ai2,dual_condition,side_assignment,pre_active_m2_ann,post_active_m2_ann
1603,wave1,10,2026-05-13,Default,Default,dual_nonbiased,,-0.0056488126438472,-0.0079355979034317
354,wave1,10,2026-05-13,Default,Default,dual_nonbiased,,0.0047319400860858,0.0047319400860858
1978,wave1,8,2026-05-13,S-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0158463933460881,-0.0338539324509621
419,wave1,8,2026-05-13,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0505880821753278,-0.0516455920768731
1248,wave1,8,2026-05-13,Default,Default,dual_nonbiased,,-0.0166507931581984,-0.0166507931581984
2218,wave1,8,2026-05-13,Neutral,S-Averse,dual_opposition,opposition_below,-0.0148321382420082,-0.0298178494658458
228,wave1,8,2026-05-13,S-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0426075440283772,-0.0112186643789471
527,wave1,8,2026-05-12,S-Averse,S-Seeking,dual_opposition,opposition_above,-0.0255518809692041,-0.0255518809692041
480,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0467213075825963,-0.0467213075825963
687,wave1,8,2026-05-12,S-Seeking,Neutral,dual_opposition,opposition_above,-0.0805241971178964,-0.0354591176773469
963,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0027736068367273,-0.0111431156197282
1382,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0101606526373581,-0.0166604509882062
1075,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0278645569198525,-0.0353069103166037
551,wave1,8,2026-05-12,S-Seeking,Neutral,dual_opposition,opposition_above,-0.0177693885710756,-0.0373739126859811
2242,wave1,8,2026-05-12,E-Seeking,Neutral,dual_opposition,opposition_above,-0.006907131196236,-0.006907131196236
1729,wave1,8,2026-05-12,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0328251132841352,-0.0498012254637373
1224,wave1,8,2026-05-12,E-Averse,E-Averse,dual_opposition,opposition_below,-0.0393060411955486,-0.0393060411955486
468,wave1,8,2026-05-12,Neutral,S-Averse,dual_opposition,opposition_below,-0.0202374640252394,-0.0128842460992606
1626,wave1,8,2026-05-12,S-Seeking,Neutral,dual_opposition,opposition_above,-0.0177138987540848,-0.0177138987540848
482,wave1,8,2026-05-12,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0258062508666188,-0.0212924287906603
528,wave1,8,2026-05-12,S-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0437704804812113,-0.0437704804812113
1086,wave1,8,2026-05-12,E-Seeking,Neutral,dual_opposition,opposition_above,-0.0015454856064768,-0.0015454856064768
2186,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0222825015865359,-0.0242943406683153
2243,wave1,8,2026-05-12,Neutral,E-Seeking,dual_opposition,opposition_above,-0.0350156846626719,-0.0294765383709444
124,wave1,8,2026-05-12,S-Seeking,S-Averse,dual_opposition,opposition_above,-0.0053316101463366,-0.0053316101463366
749,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0349242388414159,-0.0349242388414159
1094,wave1,8,2026-05-12,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0144284303288978,-0.0424720401754938
1819,wave1,8,2026-05-12,Neutral,Neutral,dual_opposition,opposition_above,-0.0338825003562688,-0.0338825003562688
1834,wave1,8,2026-05-12,Neutral,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0215264901643051,-0.0208807628029045
1770,wave1,8,2026-05-12,Neutral,S-Averse,dual_opposition,opposition_below,-0.0302980801210762,-0.0302980801210762
582,wave1,8,2026-05-12,Neutral,E-Averse,dual_opposition,opposition_below,-0.0435515706163974,-0.0378281306835004
318,wave1,8,2026-05-12,S-Seeking,Neutral,dual_opposition,opposition_above,-0.0105002739079251,-0.0165258614596694
829,wave1,8,2026-05-12,E-Seeking,Neutral,dual_balanced,ai1_seeking_ai2_averse,-0.0250361747062369,-0.034870670020463
1279,wave1,8,2026-05-12,S-Seeking,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0369208804593552,-0.0623376077867614
115,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0189454485589404,-0.0189454485589404
1299,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0055192912556911,-0.0126446611051984
672,wave1,8,2026-05-12,S-Averse,S-Averse,dual_opposition,opposition_above,-0.0293291909448531,-0.0293291909448531
1429,wave1,8,2026-05-12,E-Seeking,S-Seeking,dual_balanced,ai1_seeking_ai2_averse,-0.0403283891297806,-0.0458923053823588
646,wave1,8,2026-05-12,Default,Default,dual_nonbiased,,-0.0341211494034896,-0.0486335467858081
958,wave1,8,2026-05-12,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0182481200347109,-0.0182481200347109
2048,wave1,8,2026-05-11,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0281008068494504,-0.0281008068494504
21,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0510844741206752,-0.0337854685660881
523,wave1,8,2026-05-11,Neutral,S-Seeking,dual_opposition,opposition_above,-0.0028187844937947,-0.0028187844937947
594,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0279581418477569,-0.0131129761295819
1036,wave1,8,2026-05-11,E-Averse,S-Averse,dual_opposition,opposition_below,-0.0121390480873409,-0.0587281296126969
1994,wave1,8,2026-05-11,S-Averse,E-Averse,dual_opposition,opposition_below,-0.0252775867724509,-0.0145234186290254
1425,wave1,8,2026-05-11,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0224452113327437,-0.0224452113327437
1235,wave1,8,2026-05-11,Neutral,Neutral,dual_opposition,opposition_below,-0.0411852589430467,-0.0290047304191976
1909,wave1,8,2026-05-11,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0371440093785446,-0.0220322027163126
1598,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.038737359611921,-0.030913009524674
2302,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0370656121785307,-0.029929159031683
259,wave1,8,2026-05-11,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,0.0046078300388395,0.0046078300388395
2034,wave1,8,2026-05-11,S-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0504182128972244,-0.0504182128972244
2195,wave1,8,2026-05-11,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0344532001091063,-0.0344532001091063
2207,wave1,8,2026-05-11,S-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0132574805778755,-0.0132574805778755
686,wave1,8,2026-05-11,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0076258288849095,-0.0076258288849095
359,wave1,8,2026-05-11,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0244228110540651,-0.0230186054652274
500,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0228665950642779,-0.026603540796878
1755,wave1,8,2026-05-11,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0134866363080739,-0.0261298656276097
184,wave1,8,2026-05-11,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,0.0044411159298607,0.0011999826228911
1618,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.042556838284794,-0.042556838284794
1398,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0025415637387786,-0.008742903937594
256,wave1,8,2026-05-11,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.028362028885072,-0.0280034661670055
1291,wave1,8,2026-05-11,S-Seeking,E-Averse,dual_opposition,opposition_below,-0.044647945414258,-0.0151658829939399
1868,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,0.0045611771178887,-0.0050053068525682
405,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0329488016559571,-0.0329488016559571
434,wave1,8,2026-05-11,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0454554279367536,-0.0454554279367536
1943,wave1,8,2026-05-11,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0570391312240876,-0.0426539511902093
1485,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0425908116410722,-0.0425908116410722
1231,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0229024561683939,-0.0364319750767329
595,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.0361357636676489,-0.027709935639369
939,wave1,8,2026-05-11,Default,Default,dual_nonbiased,,-0.037710259452634,-0.0247592638013095
71,wave1,8,2026-05-11,E-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0013623841645647,-0.0013623841645647
45,wave1,8,2026-05-10,Default,Default,dual_nonbiased,,-0.0264859810434131,-0.0264859810434131
2263,wave1,8,2026-05-10,S-Seeking,Neutral,dual_balanced,ai1_seeking_ai2_averse,-0.0297530645606728,-0.0297530645606728
828,wave1,8,2026-05-10,S-Averse,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0144800451108179,-0.0138772502958466
467,wave1,8,2026-05-10,E-Averse,Neutral,dual_opposition,opposition_below,0.0060435169797577,-0.0286872898932554
2131,wave1,8,2026-05-10,Default,Default,dual_nonbiased,,-0.0071698669277609,-0.0150281293450191
17,wave1,8,2026-05-10,S-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0201038258099976,-0.0201038258099976
1723,wave1,8,2026-05-10,Default,Default,dual_nonbiased,,-0.0402562205091817,-0.0201598681785226
2138,wave1,8,2026-05-10,Default,Default,dual_nonbiased,,-0.0184715978880778,-0.0184715978880778
2059,wave1,8,2026-05-10,Default,Default,dual_nonbiased,,-0.0508994591124831,-0.0385976234965241
986,wave1,8,2026-05-10,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0055686299785725,-0.0055686299785725
433,wave1,8,2026-05-10,Default,Default,dual_nonbiased,,-0.028313725843712,-0.0389005353546612
2309,wave1,8,2026-05-10,Neutral,Neutral,dual_opposition,opposition_above,-0.0109743324293074,-0.0109743324293074
827,wave1,8,2026-05-10,S-Averse,E-Averse,dual_opposition,opposition_below,-0.0237063914294207,-0.0320052948547437
99,wave1,8,2026-05-10,S-Averse,E-Averse,dual_opposition,opposition_below,-0.0217224426163562,-0.017293718925227
532,wave1,8,2026-05-10,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0135038698731567,-0.0155220416843612
900,wave1,8,2026-05-10,Neutral,S-Averse,dual_balanced,ai1_seeking_ai2_averse,0.0039891053165015,0.0039891053165015
1549,wave1,8,2026-05-10,E-Seeking,S-Averse,dual_opposition,opposition_above,-0.0252781365694986,-0.0252781365694986
981,wave1,8,2026-05-10,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0140663006342269,-0.0140663006342269
305,wave1,8,2026-05-10,S-Seeking,S-Seeking,dual_opposition,opposition_above,0.0022814972468943,-0.006067857828533
2355,wave1,8,2026-05-10,Default,Default,dual_nonbiased,,-0.0255519949762269,-0.0255519949762269
946,wave1,8,2026-05-10,E-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0203499153157425,-0.0266429041264914
1401,wave1,8,2026-05-10,E-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0324876636628334,-0.0324876636628334
1637,wave1,8,2026-05-10,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.017822109665748,-0.0085982866746284
661,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,0.0119764335853388,0.0119764335853388
1512,wave1,8,2026-05-09,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0007791713099487,-0.0400114070965311
2351,wave1,8,2026-05-09,Neutral,Neutral,dual_opposition,opposition_below,-0.0270969137171469,-0.0314931503355334
32,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0255205304467147,-0.0161910083677108
1145,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,0.0014076371734787,-0.0028139591427089
2387,wave1,8,2026-05-09,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0101367743009087,-0.0289974199226472
1758,wave1,8,2026-05-09,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,0.0180213487045541,-0.0299914462004159
631,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0216638598313471,-0.0158082370606564
260,wave1,8,2026-05-09,S-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0348967374901933,-0.0285071535201169
2215,wave1,8,2026-05-09,Neutral,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0209575142181916,-0.0222827391738698
166,wave1,8,2026-05-09,Neutral,E-Seeking,dual_opposition,opposition_above,-0.0174074672025574,-0.013948061682014
2267,wave1,8,2026-05-09,Neutral,Neutral,dual_opposition,opposition_above,-0.0158565507696612,-0.01852147066291
1586,wave1,8,2026-05-09,E-Seeking,S-Seeking,dual_balanced,ai1_seeking_ai2_averse,-0.0230371579646418,-0.0193565666186858
1706,wave1,8,2026-05-09,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,0.0008568834892007,0.0008568834892007
2120,wave1,8,2026-05-09,S-Seeking,Neutral,dual_balanced,ai1_seeking_ai2_averse,0.0017302579511379,-0.0233006893154237
1803,wave1,8,2026-05-09,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0343340857501099,-0.0284545474428135
1326,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0135069723961915,-0.0018577518508438
2289,wave1,8,2026-05-09,E-Seeking,S-Averse,dual_opposition,opposition_above,-0.0348094712686758,-0.0294303036284304
700,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,0.008648687257315,0.0062869981917607
1387,wave1,8,2026-05-09,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,0.0077246232870449,-0.0257601641993448
2357,wave1,8,2026-05-09,E-Seeking,S-Averse,dual_opposition,opposition_above,-0.0004789791655321,-0.0377083745520617
109,wave1,8,2026-05-09,S-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0319799745354366,-0.0259132082537644
1889,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0232907731433915,-0.0232907731433915
1356,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0331945613856294,-0.0331945613856294
309,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0091392807795179,-0.0197735719255374
272,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0290108567687068,-0.0312114095620867
1981,wave1,8,2026-05-09,Neutral,E-Averse,dual_opposition,opposition_below,-0.0395041902288683,-0.0395041902288683
1003,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0529013598046912,-0.0491235526908461
1638,wave1,8,2026-05-09,E-Averse,Neutral,dual_opposition,opposition_below,-0.0127803922885265,-0.0199405365190618
1400,wave1,8,2026-05-09,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0171088648090134,-0.0465846317694438
1656,wave1,8,2026-05-09,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0434552175119546,-0.0419257617460903
587,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.033040962163278,-0.033040962163278
2393,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0392252687367789,-0.045314977055779
710,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0080509460768845,-0.014631128698704
649,wave1,8,2026-05-09,S-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0059705015221768,-0.0160545265489511
326,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0048852867548668,-0.009176154968724
1739,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.041817329133795,-0.041817329133795
251,wave1,8,2026-05-09,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0417425159108905,-0.0417425159108905
113,wave1,8,2026-05-09,E-Seeking,S-Seeking,dual_opposition,opposition_above,0.0078194598475547,0.0078194598475547
2144,wave1,8,2026-05-09,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0092605757723268,-0.0092605757723268
2003,wave1,8,2026-05-09,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0386975877858178,-0.0386975877858178
1860,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0163588252542552,-0.0100138128202211
1969,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0456436237713952,-0.0456436237713952
1330,wave1,8,2026-05-09,S-Averse,Neutral,dual_opposition,opposition_below,-0.014923278772978,-0.014923278772978
1360,wave1,8,2026-05-09,E-Seeking,Neutral,dual_opposition,opposition_above,-0.0279809693890178,-0.0249697272441863
534,wave1,8,2026-05-09,E-Averse,S-Averse,dual_balanced,ai1_averse_ai2_seeking,-0.0008927935156565,-0.0154781457922784
1757,wave1,8,2026-05-09,E-Seeking,Neutral,dual_opposition,opposition_above,-0.0449387694498349,-0.0449387694498349
366,wave1,8,2026-05-09,S-Seeking,Neutral,dual_opposition,opposition_above,-0.0170886886817637,-0.0217892616385936
945,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0288834961450128,-0.0288834961450128
1639,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,0.0016088491934427,0.0016088491934427
1644,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0094926071544256,-0.0152030966550837
382,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0023837238784536,-0.0029513803308048
2180,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0030494670491335,-0.0379026557689336
2404,wave1,8,2026-05-09,E-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0092674804019288,-0.0084246849520597
1953,wave1,8,2026-05-09,Neutral,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0090700409927412,-0.0031059307974944
1167,wave1,8,2026-05-09,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0292645540760781,-0.0437616418906542
201,wave1,8,2026-05-09,Neutral,E-Seeking,dual_opposition,opposition_above,-0.028255309203395,-0.028255309203395
1630,wave1,8,2026-05-09,S-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0131897600841198,-0.0131897600841198
1334,wave1,8,2026-05-09,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0122462065815388,-0.0122462065815388
622,wave1,8,2026-05-09,Neutral,S-Seeking,dual_opposition,opposition_above,-0.0110183034290581,-0.0255938241466325
936,wave1,8,2026-05-09,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0172556029435764,-0.0264562256309179
2101,wave1,8,2026-05-09,E-Averse,Neutral,dual_opposition,opposition_below,-0.0341293283595751,-0.0418913156595102
806,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0154371013452482,-0.0154371013452482
2234,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0301756386649959,-0.0018507448985088
1047,wave1,8,2026-05-09,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0001546958599281,-0.0096804576923613
1508,wave1,8,2026-05-09,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0317985944873345,-0.0317985944873345
493,wave1,8,2026-05-09,E-Seeking,S-Seeking,dual_balanced,ai1_seeking_ai2_averse,-0.0188053243909514,-0.0197034147994881
1985,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0013415147480171,-0.0028268927130738
1690,wave1,8,2026-05-09,S-Averse,S-Averse,dual_opposition,opposition_below,-0.0146498560146829,-0.0244843221977284
943,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0319085067762983,-0.0319085067762983
734,wave1,8,2026-05-09,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0217318908972537,-0.0428691754842579
809,wave1,8,2026-05-09,Neutral,Neutral,dual_opposition,opposition_above,-0.0111677442032519,-0.0111677442032519
1715,wave1,8,2026-05-09,Neutral,E-Seeking,dual_opposition,opposition_above,-0.0254503813232093,-0.0254503813232093
1323,wave1,8,2026-05-09,Neutral,Neutral,dual_opposition,opposition_below,-0.02501682381541,-0.02501682381541
821,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,0.0003708486236554,0.0003708486236554
1282,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0293283448614527,-0.036427250767695
485,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0330836492438265,-0.0183074391289377
1107,wave1,8,2026-05-09,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0009205267229159,-0.0069810530960896
853,wave1,8,2026-05-09,S-Seeking,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0236748849851289,-0.0236748849851289
966,wave1,8,2026-05-09,Default,Default,dual_nonbiased,,-0.0017140752018512,-0.0154418807484084
1460,wave1,8,2026-05-09,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0298189384419118,-0.0330494831105893
1589,wave1,8,2026-05-09,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0424074110476719,-0.0381450870531829
1861,wave1,8,2026-05-09,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0332048726822838,-0.0224935363182264
2007,wave1,8,2026-05-08,E-Averse,S-Averse,dual_balanced,ai1_averse_ai2_seeking,-0.0213962650421616,-0.0193615698584537
2171,wave1,6,2026-05-08,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0273712264202832,-0.0258241296273609
2213,wave1,6,2026-05-08,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0283009068145247,-0.0283009068145247
556,wave1,6,2026-05-08,Default,Default,dual_nonbiased,,-0.026457065605316,-0.0219771987068632
1161,wave1,6,2026-05-08,S-Averse,E-Seeking,dual_opposition,opposition_above,-0.0261485080344154,-0.0019679883892988
1654,wave1,6,2026-05-08,Neutral,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0442757054852341,-0.0442757054852341
2377,wave1,6,2026-05-08,Default,Default,dual_nonbiased,,-0.0057817065077492,-0.009170898146048
1226,wave1,6,2026-05-08,S-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0316215078762232,-0.0523152297547063
340,wave1,6,2026-05-08,E-Averse,S-Averse,dual_opposition,opposition_below,-0.0014828282639421,-0.0204308666943969
55,wave1,6,2026-05-08,Neutral,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0401475627678477,-0.0412202396897974
136,wave1,6,2026-05-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.005789211482083,-0.005789211482083
1573,wave1,6,2026-05-08,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0032740347010147,-0.0348782468407687
182,wave1,6,2026-05-08,Neutral,Neutral,dual_opposition,opposition_above,-0.0348141112465037,-0.032166561800028
1372,wave1,6,2026-05-08,Default,Default,dual_nonbiased,,-0.0478361778394189,-0.0146366830602884
637,wave1,6,2026-05-08,Default,Default,dual_nonbiased,,-0.0276538556424121,-0.0235668520867763
187,wave1,6,2026-05-08,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0122926977900664,0.0036369615859991
612,wave1,6,2026-05-08,S-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0295734449492977,-0.0295734449492977
2162,wave1,6,2026-05-08,Default,Default,dual_nonbiased,,-0.0247964632967193,-0.0418587562653808
2394,wave1,6,2026-05-08,Default,Default,dual_nonbiased,,0.0020514800974998,0.0020514800974998
1274,wave1,6,2026-05-08,S-Seeking,Neutral,dual_opposition,opposition_above,-0.0358209573426913,-0.0256655245597035
1921,wave1,6,2026-05-08,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0273729593964583,-0.0101192020490288
1142,wave1,2,2026-05-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0272371792709977,-0.0360920880305498
699,wave1,2,2026-05-08,Neutral,S-Seeking,dual_opposition,opposition_above,-0.0082512192029741,-0.0082512192029741
862,wave1,2,2026-05-08,E-Averse,E-Averse,dual_opposition,opposition_below,-0.0652558556854597,-0.0377310263342115
1924,wave1,2,2026-05-08,Default,Default,dual_nonbiased,,-0.0318326889081017,-0.0318326889081017
1629,wave1,2,2026-05-08,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0586911478751351,-0.0586911478751351
339,wave1,2,2026-05-08,E-Seeking,Neutral,dual_opposition,opposition_above,-0.0502381968954495,-0.0359321466224698
1486,wave1,2,2026-05-08,E-Seeking,Neutral,dual_balanced,ai1_seeking_ai2_averse,-0.0255389845884088,-0.0255389845884088
