participantId,wave,session_id,eval_start,persona_ai1,persona_ai2,dual_condition,side_assignment,pre_active_m2_ann,post_active_m2_ann
879,wave3,17,2026-06-09,Neutral,E-Seeking,dual_opposition,opposition_above,-0.0699294555871219,-0.0361375691858715
1063,wave3,17,2026-06-09,S-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0054933340048476,0.0060993915613183
620,wave3,17,2026-06-09,E-Averse,S-Averse,dual_opposition,opposition_below,-0.088984523315664,-0.0397976210237873
1430,wave3,17,2026-06-09,E-Seeking,Neutral,dual_balanced,ai1_seeking_ai2_averse,-0.059287398379238,-0.0625602845128846
1253,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,-0.0477607256154589,-0.0477607256154589
1402,wave3,17,2026-06-09,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0115821576274047,-0.0647290596770641
1292,wave3,17,2026-06-09,E-Averse,E-Averse,dual_opposition,opposition_below,-0.0522390150805057,-0.0463852247755311
590,wave3,17,2026-06-09,S-Seeking,E-Seeking,dual_opposition,opposition_above,0.0312585312037641,0.0106279212299842
1590,wave3,17,2026-06-09,Neutral,Neutral,dual_opposition,opposition_above,0.0128302629047427,-0.0180749415386413
2375,wave3,17,2026-06-09,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0254381988143275,-0.012474331099633
1878,wave3,17,2026-06-09,E-Seeking,Neutral,dual_opposition,opposition_above,-0.073643968013288,-0.0576502533113363
654,wave3,17,2026-06-09,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0608664442831151,-0.0333602759174692
1519,wave3,17,2026-06-09,S-Averse,S-Averse,dual_opposition,opposition_above,-0.0892512642544063,-0.036024345054315
2201,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,-0.0114361653014235,0.0005472118965215
842,wave3,17,2026-06-09,S-Averse,S-Averse,dual_opposition,opposition_below,-0.0762113386626442,-0.0762113386626442
550,wave3,17,2026-06-09,Neutral,Neutral,dual_opposition,opposition_above,0.0289569427233065,-0.0215969218351539
1615,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,-0.0224651163586413,-0.0512781383129288
1449,wave3,17,2026-06-09,S-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0874490843208935,-0.0874490843208935
402,wave3,17,2026-06-09,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0314134696005949,-0.0139739024359698
1497,wave3,17,2026-06-09,E-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0353780536117155,-0.0326395009485636
1961,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,0.0120635126498996,-0.0085750463865661
207,wave3,17,2026-06-09,S-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0461423151653159,-0.0399728991273563
64,wave3,17,2026-06-09,S-Averse,S-Averse,dual_opposition,opposition_below,0.0155534029088804,0.0108289847127129
1413,wave3,17,2026-06-09,S-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0461154888736709,-0.0511621006648682
1095,wave3,17,2026-06-09,S-Averse,S-Averse,dual_opposition,opposition_above,-0.0423224590046743,-0.0474915445307417
2080,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,-0.0416890121301006,-0.0305743132980745
274,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,-0.0519662075022491,-0.0480944773079741
1255,wave3,17,2026-06-09,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0669037942792782,-0.0405907084794237
1617,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,-0.0421327009151146,-0.0421327009151146
2343,wave3,17,2026-06-09,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0360570993057942,-0.0473849608794217
91,wave3,17,2026-06-09,S-Averse,E-Averse,dual_balanced,ai1_seeking_ai2_averse,0.0103065373291843,0.013616711696293
1245,wave3,17,2026-06-09,E-Averse,E-Averse,dual_opposition,opposition_below,0.0133498069382086,0.0080819121701558
530,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,-0.0746125894971519,-0.041897781054881
1082,wave3,17,2026-06-09,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0867877033986609,-0.0657476209526444
488,wave3,17,2026-06-09,Default,Default,dual_nonbiased,,-0.0514117776105434,-0.067093297592036
553,wave3,17,2026-06-09,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.02027685774125,0.0223195756018336
302,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0737845813671799,-0.0203201798122965
2067,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_above,-0.0523304359464125,-0.0635412712816299
4,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0200316143160543,-0.0283566550692441
2229,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0263020985499132,-0.0341241040591797
1328,wave3,17,2026-06-08,S-Averse,E-Averse,dual_opposition,opposition_below,-0.0123473636826961,-0.0162525923329907
2202,wave3,17,2026-06-08,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0340975809002002,-0.0371425210656261
1648,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0701303266457146,-0.0628125770832985
1144,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_below,-0.0538481134035951,-0.0647015515577631
1029,wave3,17,2026-06-08,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0146673936812708,-0.0160588775493538
2009,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0738742459658637,0.0062378916257559
1528,wave3,17,2026-06-08,S-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.096470125099627,-0.096470125099627
447,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0155864411931648,-0.0300612160893983
287,wave3,17,2026-06-08,E-Averse,S-Averse,dual_opposition,opposition_below,-0.0735936292819143,-0.0618723887161169
373,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0653053852803811,-0.0314035236646585
221,wave3,17,2026-06-08,E-Seeking,Neutral,dual_balanced,ai1_seeking_ai2_averse,-0.0697584905666176,-0.0106806849833654
222,wave3,17,2026-06-08,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0778322954711537,-0.0638090549399714
1436,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.037064241496728,-0.0412675663935016
1143,wave3,17,2026-06-08,Neutral,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0178369311897013,-0.0352579602725713
1207,wave3,17,2026-06-08,Neutral,S-Seeking,dual_opposition,opposition_above,-0.1167834858831606,-0.08823578317643
1277,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0214727028595422,-0.014052041461846
1444,wave3,17,2026-06-08,S-Averse,E-Averse,dual_opposition,opposition_below,-0.0550372928430331,-0.0550372928430331
1084,wave3,17,2026-06-08,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0363474908574774,-0.0406705705302486
935,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_above,-0.0882693714262013,-0.0878860464157407
253,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0281200865975266,-0.0682851979854778
1214,wave3,17,2026-06-08,S-Seeking,S-Averse,dual_opposition,opposition_above,-0.0255744933438733,-0.0255744933438733
2232,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0128400455822029,-0.0128400455822029
41,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0699549746883874,-0.0699549746883874
2296,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0705941067472549,-0.0705941067472549
507,wave3,17,2026-06-08,S-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.041439968803487,-0.041439968803487
1076,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0845558842560311,-0.0897833274322721
1446,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0461296218556058,-0.0257801665503764
2033,wave3,17,2026-06-08,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0567627255342209,-0.0454658811675099
521,wave3,17,2026-06-08,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0916132623013208,-0.0916132623013208
2129,wave3,17,2026-06-08,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0635969719279222,-0.0635969719279222
608,wave3,17,2026-06-08,Neutral,S-Seeking,dual_opposition,opposition_above,-0.0907268935612154,-0.073542600868239
1908,wave3,17,2026-06-08,Neutral,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0512325715554739,-0.0256031037217455
1112,wave3,17,2026-06-08,S-Seeking,Neutral,dual_opposition,opposition_above,-0.008700714696968,-0.008700714696968
1828,wave3,17,2026-06-08,Neutral,E-Seeking,dual_opposition,opposition_above,-0.069499384830181,-0.0805455455919491
1516,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0452971446259172,-0.0452971446259172
2266,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0207188598070434,-0.0207188598070434
852,wave3,17,2026-06-08,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0564628121008403,-0.0564628121008403
1673,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0736608626794889,-0.0751021095195261
630,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0280776678901599,-0.0305607427803211
1810,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0165752300214862,-0.0241765200297112
1926,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0153181348847226,-0.0489412356823246
1043,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0196591577825024,-0.0203665890331181
1325,wave3,17,2026-06-08,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0592971083290023,-0.0152353004231883
2095,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0254982270056848,-0.0184146517274836
1783,wave3,17,2026-06-08,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.061392132816395,-0.0470593491641656
501,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0715599103046971,-0.0621250433769642
2356,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0448495046527447,-0.0448495046527447
669,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0066752482568293,-0.0051379624644554
159,wave3,17,2026-06-08,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.052110003210499,-0.052110003210499
776,wave3,17,2026-06-08,E-Seeking,Neutral,dual_opposition,opposition_above,-0.036982855669426,-0.036982855669426
1606,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0911156819631043,-0.0674362690333775
925,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0490383647732774,-0.0484268809692056
1297,wave3,17,2026-06-08,S-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0653797688435843,-0.0538033682351303
1628,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_above,-0.054373084727813,-0.0324485211952283
178,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0389309769033821,-0.0527975304119567
2086,wave3,17,2026-06-08,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0365390737521444,-0.0268156772396589
566,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0936628400960501,-0.0936628400960501
2270,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0658193870058674,-0.0505456696913611
1278,wave3,17,2026-06-08,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0745352111465836,-0.0745352111465836
1159,wave3,17,2026-06-08,E-Averse,Neutral,dual_opposition,opposition_below,-0.0117116872188046,-0.0165787144394418
766,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0704213372240542,-0.0811271613190431
2160,wave3,17,2026-06-08,S-Averse,E-Averse,dual_opposition,opposition_below,-0.0510717123030504,-0.0182775301929785
2092,wave3,17,2026-06-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0239827784839026,-0.0239827784839026
54,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0526068767765349,-0.0552112100523567
123,wave3,17,2026-06-08,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0307945951126948,-0.0279837803221039
1850,wave3,17,2026-06-08,Neutral,E-Seeking,dual_opposition,opposition_above,-0.0962109589176835,-0.0962109589176835
526,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_above,-0.017397909294443,-0.0203335916818991
765,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0170521473432108,-0.0170521473432108
1935,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_above,-0.0186537792449229,-0.0201322359964139
2211,wave3,17,2026-06-08,E-Averse,E-Averse,dual_opposition,opposition_below,-0.0190786902582863,-0.0349523862164494
1688,wave3,17,2026-06-08,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.084759701378165,-0.05958206761328
2178,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0652597199001042,-0.0345767256775244
1511,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0485158238758718,0.0034080996945969
1900,wave3,17,2026-06-08,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.076987788947662,-0.0180540575497924
1815,wave3,17,2026-06-08,S-Seeking,Neutral,dual_opposition,opposition_above,-0.0632696535670467,-0.0628593661164775
757,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0387232877970997,-0.0318153458124666
1368,wave3,17,2026-06-08,E-Seeking,S-Averse,dual_opposition,opposition_above,-0.036228328625817,-0.0276733234037204
1399,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,0.0054092482443474,-0.0187282185743242
150,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_above,-0.076011383967067,-0.0836484228354482
1836,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_below,-0.0128419118552562,-0.0128419118552562
1666,wave3,17,2026-06-08,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0158581107130687,-0.0066988924769063
1922,wave3,17,2026-06-08,Neutral,E-Averse,dual_opposition,opposition_below,-0.0801818011007099,-0.0886206476274
2283,wave3,17,2026-06-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0381999393441712,-0.0243495259179621
1052,wave3,17,2026-06-08,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0722273170883577,-0.0238346514528037
843,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0735543214871638,-0.0831694454117001
1863,wave3,17,2026-06-08,S-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0446730739491166,-0.0049810586643486
1840,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_above,-0.0427685252077256,-0.0427685252077256
1378,wave3,17,2026-06-08,E-Averse,S-Averse,dual_opposition,opposition_below,-0.0632460605801142,-0.0204766557713399
100,wave3,17,2026-06-08,S-Averse,E-Averse,dual_opposition,opposition_below,-0.0001937401245226,-0.0076097915414268
1740,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.061042445981361,-0.0819091062706696
1975,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.1087608116755232,-0.0832845157146686
1694,wave3,17,2026-06-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0688004778977227,-0.0376371800484346
711,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0455540708946083,-0.0509515703312712
144,wave3,17,2026-06-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.041744322477706,-0.0721696189340039
892,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0251723319137725,-0.0251723319137725
634,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0559512698139501,-0.0600190893203076
297,wave3,17,2026-06-08,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0624830835126894,-0.0109925933294554
460,wave3,17,2026-06-08,S-Averse,E-Averse,dual_opposition,opposition_below,-0.0277439892314573,-0.0277439892314573
1067,wave3,17,2026-06-08,E-Averse,Neutral,dual_opposition,opposition_below,-0.0274703129797736,-0.0274703129797736
1388,wave3,17,2026-06-08,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0786990057068764,-0.0786990057068764
1412,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0363154320969539,-0.0534927856862137
635,wave3,17,2026-06-08,S-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0755623655173036,-0.0756133561075111
897,wave3,17,2026-06-08,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0379051284379961,-0.0439116252472168
762,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0638624845517457,-0.0707380657627926
2150,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0599960753706047,-0.0847203510239308
262,wave3,17,2026-06-08,Neutral,S-Seeking,dual_opposition,opposition_above,-0.0723555297692069,-0.0203445923239829
786,wave3,17,2026-06-08,S-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0095127811675415,-0.0095127811675415
1818,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0692002212591072,-0.0442862236578837
95,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.042875396296604,-0.0437958827440804
1034,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.070152229004704,0.007280283916701
499,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0988695411163901,-0.0713257230552817
569,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0568474814191176,-0.051519096878461
1380,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0664854279116191,-0.0332490711939501
1495,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0067864376123208,-0.0544310742968597
770,wave3,17,2026-06-08,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0117118005117812,-0.0117118005117812
290,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0465683210035724,-0.0785875823020721
1451,wave3,17,2026-06-08,Neutral,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0085960712447401,-0.0085960712447401
86,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0484080845274984,-0.0484080845274984
430,wave3,17,2026-06-08,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0760503979367403,0.0161464437314036
171,wave3,17,2026-06-08,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0166090858798973,-0.0166090858798973
365,wave3,17,2026-06-08,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,0.0018882186916157,0.003126040613307
563,wave3,17,2026-06-08,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0293385198124327,-0.0560106437144133
656,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0748904362817993,-0.0748904362817993
377,wave3,17,2026-06-08,S-Averse,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0429823568669026,-0.0585241612213149
1668,wave3,17,2026-06-08,E-Seeking,Neutral,dual_opposition,opposition_above,-0.0725503552046056,-0.0725503552046056
1042,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0464326450226832,-0.0553583815921566
1352,wave3,17,2026-06-08,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0661263503375655,-0.0264705967081886
1867,wave3,17,2026-06-08,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0092637999295992,-0.0106406564978994
1788,wave3,17,2026-06-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0187353668474855,-0.0187353668474855
1263,wave3,17,2026-06-08,S-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0331124038021459,-0.0486018490286409
878,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.059043907215723,-0.059043907215723
1092,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0347311871137152,-0.0417715202208028
1428,wave3,17,2026-06-08,Neutral,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0184834925487291,-0.0103335053542921
332,wave3,17,2026-06-08,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0423555908197106,-0.058923214695746
1538,wave3,17,2026-06-08,S-Seeking,Neutral,dual_balanced,ai1_seeking_ai2_averse,-0.03479613729821,-0.0849889613907771
2304,wave3,17,2026-06-08,S-Averse,Neutral,dual_opposition,opposition_below,-0.0501416927833934,-0.0554558301685568
798,wave3,17,2026-06-08,S-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0146742425553995,-0.012057288025069
2174,wave3,17,2026-06-08,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.05991179656688,0.0081084555700396
1370,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0784247253586663,-0.0784247253586663
1056,wave3,17,2026-06-08,E-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0630018360381839,-0.0774210217905128
788,wave3,17,2026-06-08,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0498638172545613,-0.067502445982865
2074,wave3,17,2026-06-08,Neutral,Neutral,dual_opposition,opposition_above,-0.0721099901106442,-0.0721099901106442
1695,wave3,17,2026-06-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0960431637530333,-0.0387531447626953
723,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.1165697429655735,-0.1159579497864462
156,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0819859522302118,-0.0819859522302118
1221,wave3,17,2026-06-08,S-Averse,Neutral,dual_opposition,opposition_below,-0.0289221438517795,-0.0333088946867865
186,wave3,17,2026-06-08,Neutral,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0021226683202563,-0.0021226683202563
37,wave3,17,2026-06-08,S-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0799042458135403,-0.0750849561317208
1855,wave3,17,2026-06-08,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0656213669043659,-0.0656213669043659
1293,wave3,17,2026-06-08,Neutral,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0927311831900975,-0.0699617127998056
1381,wave3,17,2026-06-08,Neutral,S-Seeking,dual_opposition,opposition_above,-0.0769560832970899,-0.0449677663360402
838,wave3,17,2026-06-08,Neutral,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0416997003738115,-0.0416997003738115
404,wave3,17,2026-06-08,Neutral,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0635078571824339,-0.0479291130528065
1468,wave3,17,2026-06-08,Neutral,E-Seeking,dual_opposition,opposition_above,-0.0542797162578213,-0.1004284065135095
609,wave3,17,2026-06-08,S-Seeking,Neutral,dual_balanced,ai1_seeking_ai2_averse,-0.1013304362605595,-0.0881653286262034
1593,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.084787911639286,-0.0692947836101053
1737,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0175917294460324,-0.0175917294460324
2085,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0523436298636789,-0.0523436298636789
680,wave3,17,2026-06-08,E-Averse,E-Averse,dual_opposition,opposition_below,-0.0405395208911001,-0.0405395208911001
769,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0442192107158048,-0.0544882933967127
2015,wave3,17,2026-06-08,S-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0135542590373618,-0.0113227433849484
1031,wave3,17,2026-06-08,S-Seeking,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0284735127111699,-0.042079417201142
1182,wave3,17,2026-06-08,Neutral,E-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.0651296537886526,-0.0651296537886526
1741,wave3,17,2026-06-08,S-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0540086618627128,-0.0651726502446144
1716,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0734379886516226,-0.0966422496465042
848,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.052491020872469,-0.069029078314942
1753,wave3,17,2026-06-08,Neutral,S-Seeking,dual_opposition,opposition_above,-0.0445117013226848,-0.0611385923428861
887,wave3,17,2026-06-08,E-Averse,E-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0683998815259134,-0.0642172826331343
1295,wave3,17,2026-06-08,Neutral,E-Averse,dual_opposition,opposition_below,-0.0170630076455787,-0.0130961752704616
1777,wave3,17,2026-06-08,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.057907153026905,-0.0455915220535072
1799,wave3,17,2026-06-08,E-Averse,S-Seeking,dual_balanced,ai1_averse_ai2_seeking,-0.0639593549565299,-0.0639593549565299
722,wave3,17,2026-06-08,E-Seeking,S-Averse,dual_balanced,ai1_seeking_ai2_averse,-0.03402829048087,-0.0263191563860112
1471,wave3,17,2026-06-08,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0315162307719208,-0.0312786265932642
1085,wave3,17,2026-06-08,S-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.026734566219139,-0.0242031619430763
1147,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0720919406367754,-0.0232587805860783
1389,wave3,17,2026-06-08,S-Seeking,Neutral,dual_opposition,opposition_above,-0.0174183083246109,-0.0481355154282808
990,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0258949510387323,-0.0108807681837772
1305,wave3,17,2026-06-08,S-Averse,S-Averse,dual_opposition,opposition_below,-0.0386204606506639,-0.0573886560064293
2004,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0330861350894753,-0.0330861350894753
2311,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.0804740222742174,-0.0804740222742174
666,wave3,17,2026-06-08,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0318272167407989,-0.0318272167407989
2379,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.048666250408793,-0.0487860852094796
623,wave3,17,2026-06-08,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.068641891359211,-0.0774139459070359
1280,wave3,17,2026-06-08,E-Seeking,E-Seeking,dual_opposition,opposition_above,-0.0117759601194939,-0.0117759601194939
1077,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,0.0081847343534215,-0.0113234393697866
1055,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.080620836302397,-0.0363404668182354
1181,wave3,17,2026-06-08,Neutral,E-Seeking,dual_opposition,opposition_above,-0.0527422485681341,-0.0527422485681341
2084,wave3,17,2026-06-08,E-Averse,Neutral,dual_balanced,ai1_averse_ai2_seeking,-0.0209163689533232,-0.0527043863831303
2230,wave3,17,2026-06-08,Default,Default,dual_nonbiased,,-0.028741415788747,-0.0551025885789333
2038,wave3,17,2026-06-08,E-Seeking,S-Seeking,dual_opposition,opposition_above,-0.0856709732069795,-0.0856709732069795
